id,novelty_1,novelty_2,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
1258,1,4,key to a diary,key diary,Key,key,0.93989,1.09952,1.06385,0.87565,1.3437,1.06452,0.06021
1258,2,3,key rings are used to tie keys around,key rings used tie keys around,Key,key,1.11445,0.93454,0.91065,0.97178,1.29591,1.04547,0.06276
1186,1,1,open house,open house,Key,key,0.87848,1.07399,1.02832,0.99546,1.26341,1.04793,0.02747
1186,3,5,clean nails,clean nails,Key,key,0.97101,0.9358,0.96472,0.93816,1.23189,1.00832,0.01003
1186,5,5,eat cake,eat cake,Key,key,1.01564,0.94606,0.93341,1.0102,1.04288,0.98964,0.02406
1186,3,3,decoration,decoration,Key,key,0.93845,0.88005,0.95936,1.04825,1.00878,0.96698,-0.01498
1186,3,4,gift,gift,Key,key,0.83217,0.87553,1.06266,1.02904,0.87305,0.93449,-0.04019
1186,3,4,treasure hunt to find key,treasure hunt find key,Key,key,0.92135,0.96603,0.99343,0.96698,1.26996,1.02355,0.00804
1186,3,3,knife,knife,Key,key,0.76736,0.87944,0.90411,0.98448,0.89273,0.88562,-0.11574
1186,2,3,put hole in something,put hole something,Key,key,0.95965,0.95341,1.09406,1.06515,0.56312,0.92708,0.03521
1186,3,3,weapon,weapon,Key,key,0.73773,0.82215,0.87279,0.92126,0.71337,0.81346,-0.16395
1174,1,1,open a door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04212
1174,1,1,open a safe,open safe,Key,key,0.93971,1.03102,1.05968,0.93231,1.33838,1.06022,0.04861
1133,1,1,open a lock,open lock,Key,key,0.98004,0.97918,1.01782,1.05755,1.13969,1.03486,0.04846
1133,3,3,use as a knife,use knife,Key,key,0.99422,1.03864,1.0517,0.95012,1.37315,1.08157,0.07498
1133,3,3,self defense,self defense,Key,key,0.90444,1.11954,1.00879,0.97466,1.25756,1.053,0.04163
1133,4,3,peel a fruit,peel fruit,Key,key,1.02167,0.94099,1.04585,1.00046,1.08538,1.01887,0.05735
1133,3,3,jewelry,jewelry,Key,key,0.7568,0.84099,0.98246,0.96132,0.92771,0.89386,-0.10874
1133,3,3,decoration,decoration,Key,key,0.93845,0.88005,0.95936,1.04825,1.00878,0.96698,-0.01498
1133,5,5,arrow,arrow,Key,key,0.78793,0.93142,0.86163,0.70525,0.88847,0.83494,-0.1362
1138,1,1,opening a door,opening door,Key,key,0.91287,0.9915,1.01402,1.05442,1.29812,1.05419,0.02641
1138,2,1,opening a can,opening can,Key,key,1.10216,0.94238,1.09596,0.96321,1.38048,1.09684,0.11312
1221,1,1,unlock doors,unlock doors,Key,key,0.97133,0.98636,1.05782,1.0973,1.17398,1.05736,0.06298
1221,3,3,necklace,necklace,Key,key,0.7106,0.75221,0.96685,0.97429,1.02333,0.88546,-0.14938
1221,3,3,decoration,decoration,Key,key,0.93845,0.88005,0.95936,1.04825,1.00878,0.96698,-0.01498
1221,4,5,symbol,symbol,Key,key,0.75656,0.81075,0.88836,0.59639,0.75821,0.76205,-0.18704
1221,1,4,lock notebook/diary,lock notebook diary,Key,key,0.7283,0.83582,0.91756,0.96803,0.9076,0.87146,-0.14047
1221,1,3,mailbox,mailbox,Key,key,0.79545,0.77483,0.90614,0.99968,1.01424,0.89807,-0.12177
1194,1,1,open a door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04212
1194,3,3,scrape at a lottery card,scrape lottery card,Key,key,0.99023,1.00247,1.0182,1.09735,0.91208,1.00407,0.05466
1194,2,1,open a taped up box,open taped box,Key,key,0.80713,0.80097,0.95109,1.14592,0.6776,0.87654,-0.09435
1147,1,1,to unlock a door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05292
1147,3,3,to use as protection by holding in between knuckles when walking alone,use protection holding knuckles walking alone,Key,key,0.89477,1.00484,1.01345,1.00322,0.69661,0.92258,-0.00518
1162,2,1,open something,open something,Key,key,1.00458,0.89966,1.03042,1.02739,1.34053,1.06052,0.04775
1162,3,3,scratch something,scratch something,Key,key,0.90531,0.97006,0.98859,1.04327,1.27791,1.03703,0.00906
1162,4,4,read a map,read map,Key,key,0.9876,0.95338,1.05708,1.0319,1.35487,1.07697,0.0615
1102,1,1,locking/opening doors,locking opening doors,Key,key,0.80266,0.78605,0.96053,0.875,0.60926,0.8067,-0.12837
1102,5,5,playing piano,playing piano,Key,key,0.92544,1.12432,1.0512,0.99259,1.07649,1.03401,0.05923
1102,4,5,melting it,melting,Key,key,0.87437,1.02532,0.92981,1.0103,0.93241,0.95444,-0.02347
1230,1,1,unlock something,unlock something,Key,key,0.98354,0.95552,1.11094,0.92334,1.2132,1.03731,0.05874
1230,3,3,put it on a chain,put chain,Key,key,0.957,1.00875,0.98558,1.00074,1.32211,1.05484,0.03685
1230,2,4,use it it open a can,use open can,Key,key,0.79859,0.83607,0.86508,1.00289,0.61435,0.8234,-0.13122
1230,1,1,start a car,start car,Key,key,0.96241,1.13452,1.06537,0.99276,1.34102,1.09922,0.09103
1230,3,5,password for a computer,password computer,Key,key,0.88722,1.04712,0.9941,1.0624,1.12301,1.02277,0.0175
1123,4,4,ring,ring,Key,key,0.74861,0.79218,0.95967,0.90446,0.80507,0.842,-0.14058
1123,2,3,hole,hole,Key,key,0.86799,0.93593,1.03297,0.9851,0.8677,0.93794,-0.02351
1123,1,1,lock,lock,Key,key,0.44456,0.49129,0.85121,0.587,0.74521,0.62385,-0.40985
1129,1,1,unlock door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05292
1129,2,3,cut open a package,cut open package,Key,key,1.0185,1.02869,0.97383,1.00825,0.59173,0.9242,0.03994
1129,3,3,scratch of the back of a gift card,scratch back gift card,Key,key,1.02412,1.07218,1.02087,0.91064,1.33443,1.07245,0.08171
1228,1,1,unlock a lock,unlock lock,Key,key,0.94762,0.9626,1.0279,1.06521,1.07227,1.01512,0.0317
1228,2,3,cut open plastic,cut open plastic,Key,key,0.9186,0.91305,1.02001,0.95102,0.62471,0.88548,-0.02278
1228,3,3,stab something,stab something,Key,key,1.00792,0.91563,1.10208,0.97139,1.14785,1.02897,0.06022
1228,3,3,scrape off paint,scrape paint,Key,key,1.02301,0.99967,1.13731,0.89798,1.06882,1.02536,0.08588
1228,4,4,make noise,make noise,Key,key,0.92552,1.02712,1.00813,0.9697,1.33122,1.05234,0.03085
1193,3,3,to scratch something,scratch something,Key,key,0.90531,0.97006,0.98859,1.04327,1.27791,1.03703,0.00906
1193,1,1,open a door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04212
1193,4,5,conduct electricity,conduct electricity,Key,key,0.98725,1.15034,0.95836,1.00774,1.37161,1.09506,0.07834
1193,3,5,to act as a weight,act weight,Key,key,0.9635,1.05332,1.06134,1.06058,1.35997,1.09974,0.07906
1193,4,3,to jingle,jingle,Key,key,0.76518,0.84246,0.9467,0.99023,1.02881,0.91468,-0.1081
1180,1,1,unlock,unlock,Key,key,0.48355,0.51149,0.72106,0.69992,0.73108,0.62942,-0.413
1180,3,3,scratch,scratch,Key,key,0.88508,0.84497,0.96835,0.96899,1.02517,0.93851,-0.05177
1180,3,3,chain,chain,Key,key,0.69446,0.77446,0.85234,0.95771,0.78729,0.81325,-0.19324
1180,3,3,necklace,necklace,Key,key,0.7106,0.75221,0.96685,0.97429,1.02333,0.88546,-0.14938
1209,1,1,open doors,open doors,Key,key,0.93745,1.04888,1.07998,1.03097,1.29673,1.0788,0.06653
1209,3,3,scrape a car,scrape car,Key,key,1.03347,0.99079,1.13317,0.95356,0.99808,1.02181,0.09057
1209,3,3,protection against attackers,protection attackers,Key,key,1.00219,1.08451,1.11449,1.06847,1.30322,1.11458,0.11691
1209,3,3,necklace,necklace,Key,key,0.7106,0.75221,0.96685,0.97429,1.02333,0.88546,-0.14938
1226,2,4,a can opener,can opener,Key,key,0.97104,0.98487,1.03012,0.8226,1.09718,0.98116,0.02287
1226,1,1,its regular door opening function,regular door opening function,Key,key,1.04442,1.02243,1.0792,1.0365,1.34187,1.10488,0.1087
1226,3,3,to scratch off paint ie a cars paint,scratch paint ie cars paint,Key,key,0.98152,1.02393,0.97163,1.00058,0.76181,0.94789,0.02735
1226,3,3,to protect from an attacker,protect attacker,Key,key,0.96501,1.00858,1.06021,0.93304,1.30173,1.05371,0.05323
1226,3,3,to engrave,engrave,Key,key,0.82531,0.8366,0.97232,1.01158,1.18591,0.96634,-0.06838
1226,2,3,to open plastic,open plastic,Key,key,1.01605,1.02043,1.05208,1.02582,1.31724,1.08632,0.08632
1226,2,3,to open a letter/ gift,open letter gift,Key,key,0.89377,0.97854,0.91184,1.07309,0.62303,0.89605,-0.0354
1121,1,1,open door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04212
1121,1,1,start a car,start car,Key,key,0.96241,1.13452,1.06537,0.99276,1.34102,1.09922,0.09103
1121,4,4,disable a trap,disable trap,Key,key,0.94549,0.97415,1.09735,0.96556,1.17744,1.032,0.04604
1121,3,4,act as a paper weight,act paper weight,Key,key,0.91438,1.01112,0.95084,0.93126,0.61276,0.88407,-0.02328
1121,5,5,used to teach how enzymes work,used teach enzymes work,Key,key,1.07961,1.00118,1.08987,1.03705,1.16878,1.0753,0.11587
1118,1,1,to lock doors,lock doors,Key,key,0.98498,0.95193,1.00972,1.13418,1.20222,1.05661,0.05225
1118,3,3,as a weapon,weapon,Key,key,0.73773,0.82215,0.87279,0.92126,0.71337,0.81346,-0.16395
1118,4,2,to keep things out,keep things,Key,key,0.98136,1.00024,1.01563,0.96725,1.36917,1.06673,0.05192
1118,3,3,as a necklace,necklace,Key,key,0.7106,0.75221,0.96685,0.97429,1.02333,0.88546,-0.14938
1460,3,1,lock/unlock,lock unlock,Key,key,0.94762,0.9626,1.0279,1.06521,1.07227,1.01512,0.0317
1460,3,3,weapon,weapon,Key,key,0.73773,0.82215,0.87279,0.92126,0.71337,0.81346,-0.16395
1460,3,3,jewelry,jewelry,Key,key,0.7568,0.84099,0.98246,0.96132,0.92771,0.89386,-0.10874
1488,1,1,unlock objects,unlock objects,Key,key,1.01203,0.84897,1.09408,0.94859,1.17499,1.01573,0.04256
1488,3,3,carve letters/symbols in objects,carve letters symbols objects,Key,key,0.9618,0.97758,0.97467,0.93096,1.35685,1.04037,0.02234
1488,3,3,possible weapon,possible weapon,Key,key,0.9088,0.90414,1.08511,1.00185,1.37199,1.05438,0.02089
1488,2,4,can be used for making copies of that key,can used making copies key,Key,key,0.89006,1.0562,1.00764,0.95559,0.65258,0.91241,-0.00333
1488,3,4,decoration perhaps,decoration perhaps,Key,key,0.99483,0.99165,1.00561,0.94811,1.27219,1.04248,0.04748
1533,1,1,opening a door,opening door,Key,key,0.91287,0.9915,1.01402,1.05442,1.29812,1.05419,0.02641
1533,2,3,cutting open a letter,cutting open letter,Key,key,0.98248,1.02988,1.03736,0.92692,0.61066,0.91746,0.03436
1533,4,3,marking a piece of wood,marking piece wood,Key,key,0.95212,1.01543,0.94065,1.13592,0.6397,0.93676,0.01397
1373,1,1,lock a door,lock door,Key,key,0.99798,1.01026,0.98076,0.9926,1.19413,1.03515,0.04827
1373,3,3,self defense,self defense,Key,key,0.90444,1.11954,1.00879,0.97466,1.25756,1.053,0.04163
1373,3,3,scratch head,scratch head,Key,key,0.99641,1.08609,0.95534,1.00499,1.24606,1.05778,0.06155
1603,1,1,lock,lock,Key,key,0.44456,0.49129,0.85121,0.587,0.74521,0.62385,-0.40985
1603,1,1,car,car,Key,key,0.74091,0.79056,0.92379,0.89925,0.80774,0.83245,-0.15479
1603,3,3,necklace,necklace,Key,key,0.7106,0.75221,0.96685,0.97429,1.02333,0.88546,-0.14938
1603,3,2,chain,chain,Key,key,0.69446,0.77446,0.85234,0.95771,0.78729,0.81325,-0.19324
1599,3,4,To kill someone,to kill someone,Key,key,0.82943,0.83741,1.01648,0.91185,0.63821,0.84668,-0.08404
1599,1,1,to open a door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04212
1528,1,1,unlock door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05292
1528,4,4,table of contents,table contents,Key,key,0.92853,1.01921,1.00993,1.12762,1.32652,1.08236,0.0474
1528,3,3,scratch offs,scratch offs,Key,key,1.0613,1.05701,1.02182,1.04648,1.14291,1.0659,0.10219
1442,1,1,to unlock,unlock,Key,key,0.48355,0.51149,0.72106,0.69992,0.73108,0.62942,-0.413
1442,3,3,to make jewelry out of,make jewelry,Key,key,0.99301,0.92119,1.00002,0.99656,1.35243,1.05264,0.03646
1442,2,3,to cut something with,cut something,Key,key,1.01791,0.98149,1.04075,1.05736,1.35588,1.09068,0.07948
1442,3,3,to scratch off lottery tickets,scratch lottery tickets,Key,key,0.87626,0.85641,0.9773,1.08659,0.7465,0.90861,-0.04777
1442,5,4,to paint,paint,Key,key,0.936,1.00903,0.93422,1.04524,0.9219,0.96928,0.00402
1442,4,5,to build a puzzle with,build puzzle,Key,key,0.93315,1.00423,1.00097,0.86469,1.20389,1.00139,0.01109
1442,3,4,to tape to the wall for decoration,tape wall decoration,Key,key,0.93016,1.00064,0.9551,0.92208,0.68148,0.89789,-0.01626
1614,2,3,opening packages,opening packages,Key,key,1.1366,1.04918,0.99825,1.05682,1.34583,1.11734,0.13474
1614,3,3,scratching someone's car,scratching someone car,Key,key,0.9223,1.07903,0.942,0.93869,0.68589,0.91358,-0.00289
1614,1,1,opening locks,opening locks,Key,key,0.8231,0.99002,0.94941,1.00182,1.1649,0.98585,-0.04127
1614,4,5,using it like a toothpick,using like toothpick,Key,key,0.86354,0.91004,1.00731,0.99623,1.36349,1.02812,-0.02
1614,3,3,putting keys between your knuckles,putting keys knuckles,Key,key,0.81553,0.8733,0.99078,1.0724,1.18694,0.98779,-0.05231
1503,1,1,open a door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04212
1503,3,3,scratch something,scratch something,Key,key,0.90531,0.97006,0.98859,1.04327,1.27791,1.03703,0.00906
1503,3,3,use as a weapon,use weapon,Key,key,0.97347,0.94773,1.06912,1.00945,1.37937,1.07583,0.05587
1328,1,1,to unlock a door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05292
1328,3,3,to scratch someone's car,scratch someone car,Key,key,0.85929,0.95043,0.97203,0.89059,0.59955,0.85438,-0.06042
1328,3,3,to use in self defense,use self defense,Key,key,0.95479,0.9616,0.94384,0.91427,0.62163,0.87923,-0.02088
1328,2,3,to cut something in half,cut something half,Key,key,0.87628,0.97913,1.00248,0.98954,0.5835,0.88619,-0.02781
1472,1,1,to open,open,Key,key,0.68734,0.72104,0.86936,0.86188,0.6983,0.76758,-0.21752
1472,3,4,to kill,kill,Key,key,0.79643,0.94338,0.97734,0.93934,0.8594,0.90318,-0.07352
1472,3,3,to scratch,scratch,Key,key,0.88508,0.84497,0.96835,0.96899,1.02517,0.93851,-0.05177
1472,1,1,to close,close,Key,key,0.75984,0.89374,0.94026,0.9279,0.58051,0.82045,-0.12258
1472,4,4,to melt,melt,Key,key,0.85202,0.98486,0.9807,1.01538,1.03874,0.97434,-0.02422
1463,1,1,unlocking,unlocking,Key,key,0.58123,0.55512,0.74388,0.86419,0.75956,0.7008,-0.33545
1463,4,2,twisting,twisting,Key,key,0.89663,0.94597,0.92162,0.99601,0.94288,0.94062,-0.03599
1463,3,3,stabbing weapon,stabbing weapon,Key,key,0.9889,0.9337,1.05632,0.86572,1.0923,0.98739,0.03026
1463,3,4,decoration,decoration,Key,key,0.93845,0.88005,0.95936,1.04825,1.00878,0.96698,-0.01498
1463,3,3,jewelry,jewelry,Key,key,0.7568,0.84099,0.98246,0.96132,0.92771,0.89386,-0.10874
1463,3,4,paperweight,paperweight,Key,key,0.81276,0.80562,0.96798,0.89284,1.20858,0.93756,-0.09418
1463,3,3,charm for bracelet or chain,charm bracelet chain,Key,key,0.83863,0.86364,1.03209,1.07697,0.76802,0.91587,-0.04736
1463,5,5,writing,writing,Key,key,0.9035,0.85595,0.90849,1.07367,0.81877,0.91208,-0.05409
1463,4,4,delineate,delineate,Key,key,0.86797,0.92145,0.87388,0.94583,1.08889,0.9396,-0.06773
1531,1,1,opening door,opening door,Key,key,0.91287,0.9915,1.01402,1.05442,1.29812,1.05419,0.02641
1531,2,3,cutting a cardboard box,cutting cardboard box,Key,key,0.96809,0.96916,0.90514,0.96903,0.76317,0.91492,-0.0133
1531,3,3,cutting someone's skin,cutting someone skin,Key,key,0.97872,1.02046,1.08444,0.94104,0.62296,0.92952,0.04558
1531,1,1,driving a car,driving car,Key,key,0.96466,1.07869,0.97694,1.0414,1.31547,1.07543,0.05837
1531,1,3,opening a box,opening box,Key,key,1.08168,1.1007,1.04166,1.0699,1.21047,1.10088,0.13178
1531,1,1,locking a diary,locking diary,Key,key,1.02441,1.0748,1.02542,0.96465,1.09427,1.03671,0.08097
1402,1,1,Get in a house,get house,Key,key,0.90768,1.07112,1.02456,1.06297,1.34696,1.08266,0.04855
1402,2,1,open a can,open can,Key,key,0.97317,0.96006,1.00385,0.82679,1.3821,1.02919,0.02112
1402,3,4,as a wedge,wedge,Key,key,0.92922,0.84498,0.89308,1.02323,0.86949,0.912,-0.05338
1526,1,1,lock,lock,Key,key,0.44456,0.49129,0.85121,0.587,0.74521,0.62385,-0.40985
1526,1,1,open,open,Key,key,0.68734,0.72104,0.86936,0.86188,0.6983,0.76758,-0.21752
1526,3,4,mark/graffiti,mark graffiti,Key,key,0.97819,0.96231,1.00522,1.0245,1.09918,1.01388,0.0352
1526,2,3,pick,pick,Key,key,0.79869,0.88124,0.84622,0.9829,0.75698,0.85321,-0.12285
1526,3,3,weapon,weapon,Key,key,0.73773,0.82215,0.87279,0.92126,0.71337,0.81346,-0.16395
1526,4,5,reflection,reflection,Key,key,0.9693,0.88511,0.99093,1.07044,0.88603,0.96036,0.00645
1440,1,1,open door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04212
1440,1,1,open box,open box,Key,key,1.06266,1.0344,0.9853,1.13731,1.20072,1.08408,0.09893
1440,1,1,drive car,drive car,Key,key,0.97051,1.12859,0.96119,1.03747,1.30421,1.08039,0.06749
1440,1,1,keep journal locked,keep journal locked,Key,key,0.93152,0.95242,0.9821,1.00602,0.59896,0.8942,-0.01353
1440,2,4,pop a balloon,pop balloon,Key,key,0.95791,0.92699,1.09125,1.15607,1.12004,1.05045,0.05679
1610,1,1,open a door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04212
1610,1,1,unlock a chest,unlock chest,Key,key,1.02171,1.0334,1.04879,0.98553,1.15154,1.04819,0.08078
1610,2,3,cut through tape,cut tape,Key,key,0.94025,1.08602,1.03465,1.02801,1.3195,1.08169,0.06435
1610,1,1,turn on a car,turn car,Key,key,1.01954,1.06741,1.06941,1.04329,1.34113,1.10816,0.10648
1610,1,1,lock something,lock something,Key,key,0.96764,0.90045,1.07132,1.07274,1.25257,1.05294,0.04502
1320,1,1,open a door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04212
1320,3,3,scratch an itch,scratch itch,Key,key,0.92134,1.05422,0.94818,0.9073,0.96332,0.95887,-9.60E-04
1320,3,3,carve into something,carve something,Key,key,0.94303,0.98793,1.0484,0.99241,1.16928,1.02821,0.03712
1320,2,3,cut food like a knife,cut food like knife,Key,key,1.00493,0.87287,1.01562,0.96143,1.34665,1.0403,0.03065
1382,1,1,unlock door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05292
1382,2,1,cut something,cut something,Key,key,1.01791,0.98149,1.04075,1.05736,1.35588,1.09068,0.07948
1382,3,4,screwdriver,screwdriver,Key,key,0.76288,0.70805,0.91778,0.96791,1.02705,0.87673,-0.15137
1382,4,4,fidget toy,fidget toy,Key,key,0.96443,1.05701,0.99566,1.03452,0.85111,0.98055,0.04122
1382,5,4,musical instrument,musical instrument,Key,key,1.07838,1.00356,0.97465,1.09513,1.22833,1.07601,0.09199
1458,1,1,open door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04212
1458,3,3,open drink to shotgun,open drink shotgun,Key,key,0.84538,0.99948,1.03858,0.99963,0.76453,0.92952,-0.01886
1458,2,3,cut things,cut things,Key,key,1.06248,0.99683,1.04683,0.98863,1.35691,1.09034,0.0969
1559,1,1,unlock a door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05292
1559,3,3,open a beer bottle,open beer bottle,Key,key,0.86746,0.90363,0.89336,1.00971,0.64538,0.86391,-0.07563
1559,3,3,scratch a car,scratch car,Key,key,0.93806,1.17188,1.01228,1.08085,1.30564,1.10174,0.08256
