id,rating,creativity,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
1123,3,3,ring,ring,Box,box,0.75307,0.85014,0.80327,0.90839,0.81583,0.82614,-0.14508
1123,2,1,brown,brown,Box,box,0.7853600000000001,0.96395,0.88105,0.99276,0.76396,0.87742,-0.0959
1123,3,2,cable,cable,Box,box,0.7444,0.79298,0.857,0.7859700000000001,0.74228,0.78453,-0.16468
1129,1,1,hold things,hold things,Box,box,1.02107,0.97186,0.92004,1.07278,1.24234,1.04562,0.09598
1129,2,1,use as a stool,use stool,Box,box,0.89716,0.9698,1.0702,1.0382,1.09507,1.01409,0.03956
1228,3,3,build a fort,build fort,Box,box,1.02406,0.9625,0.99679,1.0124,1.12745,1.02464,0.09326
1228,1,1,store things,store things,Box,box,1.01635,1.07313,0.90745,0.94789,1.25812,1.04059,0.10492
1228,2,1,stack things,stack things,Box,box,1.01918,0.94469,0.95846,0.99769,1.19014,1.02203,0.0873
1228,3,3,burn,burn,Box,box,0.7782,0.93282,0.96636,1.07514,0.84946,0.9204,-0.07524
1228,4,3,hide in,hide,Box,box,0.69337,0.84987,0.90478,0.90869,0.84697,0.84074,-0.15377
1228,3,3,make an animal bed,make animal bed,Box,box,0.90418,0.94904,0.86162,0.94978,0.7418,0.88128,-0.0452
1193,1,1,To hold items,to hold items,Box,box,0.87812,0.99311,0.89362,1.03383,0.7446699999999999,0.90867,-0.04055
1193,3,3,to build a fort,build fort,Box,box,1.02406,0.9625,0.99679,1.0124,1.12745,1.02464,0.09326
1193,4,4,to use as a sail,use sail,Box,box,1.08991,1.01143,0.99914,1.06709,1.25623,1.08476,0.15461
1193,3,3,to capture someone/something,capture someone something,Box,box,0.93302,0.97199,1.00857,1.00528,0.71993,0.92776,9e-4
1193,4,3,to hide in,hide,Box,box,0.69337,0.84987,0.90478,0.90869,0.84697,0.84074,-0.15377
1193,3,3,to rip up and burn,rip burn,Box,box,1.05834,1.09176,0.97697,1.02851,0.96859,1.02483,0.1122
1193,3,4,to break your fall,break fall,Box,box,1.09778,1.06898,0.94367,1.13935,1.2386,1.09768,0.16019
1180,1,1,storage,storage,Box,box,0.77012,0.73776,0.89035,1.01653,0.71,0.82495,-0.1475
1180,2,2,stool,stool,Box,box,0.82323,0.87113,0.8385400000000001,0.96709,0.79081,0.85816,-0.09857
1180,2,2,chair,chair,Box,box,0.75413,0.84501,0.93172,1.0471,0.8210500000000001,0.8798,-0.11443
1180,2,1,send,send,Box,box,0.67159,0.89627,0.85239,0.95514,0.70783,0.81664,-0.18075
1180,3,3,hold an animal,hold animal,Box,box,0.95158,1.07437,1.00115,1.01303,1.22583,1.05319,0.08806
1209,3,3,building a fort,building fort,Box,box,0.93962,0.99462,0.81377,1.01299,1.16898,0.986,0.02658
1209,2,1,shipping packages,shipping packages,Box,box,1.01781,0.99807,1.08392,1.06092,1.0882,1.04978,0.11001
1209,1,1,storage,storage,Box,box,0.77012,0.73776,0.89035,1.01653,0.71,0.82495,-0.1475
1209,4,4,halloween costume,halloween costume,Box,box,1.01033,0.94406,0.95296,1.01779,1.03585,0.9922,0.06417
1209,2,1,presents,presents,Box,box,0.75188,0.83611,0.89494,1.04976,0.78555,0.86365,-0.12802
1209,3,3,arts and crafts,arts crafts,Box,box,1.12282,1.01864,0.94272,1.00592,1.11705,1.04143,0.14301
1209,2,1,packaging food and other items,packaging food items,Box,box,0.85394,0.8117,0.87555,1.01852,0.79958,0.87186,-0.08281
1226,2,1,holding groceries,holding groceries,Box,box,0.9881,0.9598,1.05375,0.93981,1.19995,1.02828,0.08963
1226,3,3,a fort,fort,Box,box,0.91954,0.95528,0.93495,0.995,0.72951,0.90686,-0.02192
1226,2,3,for lighting a fire,lighting fire,Box,box,1.03555,1.05589,1.07418,0.9274,1.19723,1.05805,0.13411
1226,3,3,as a hat,hat,Box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.18055
1226,1,1,as a storage device,storage device,Box,box,0.90459,0.89085,0.98261,1.10071,1.19386,1.01452,0.02822
1226,3,3,as a kennel for a pet,kennel pet,Box,box,0.9235,0.95077,1.09154,1.0633,0.97255,1.00033,0.04039
1226,4,4,as a projector,projector,Box,box,0.78095,0.84309,0.82602,0.95812,0.77308,0.83625,-0.13034
1121,1,1,store,store,Box,box,0.7075,0.75577,0.8360799999999999,0.99341,0.6559900000000001,0.78975,-0.19433
1121,2,2,stepping stool,stepping stool,Box,box,1.00611,1.1289,0.9554,0.93621,1.07505,1.02033,0.09588
1121,5,4,making three dimensional model or character,making three dimensional model character,Box,box,0.93155,0.95368,0.97895,0.94751,0.84627,0.93159,0.00368
1121,2,1,packaging to ship,packaging ship,Box,box,0.98691,0.97392,1.03194,1.04659,1.15005,1.03788,0.08683
1121,3,3,hide something,hide something,Box,box,0.9881,1.05765,1.00316,0.9068,1.16799,1.02474,0.09228
1118,2,4,for shoes,shoes,Box,box,0.69365,0.8400799999999999,0.83757,0.88376999999999994,0.7273000000000001,0.79647,-0.18319
1118,2,1,to pack stuff,pack stuff,Box,box,0.93977,0.96584,1.00114,1.00651,1.16826,1.0163,0.05548
1118,1,1,to store things,store things,Box,box,1.01635,1.07313,0.90745,0.94789,1.25812,1.04059,0.10492
1118,2,1,for presents,presents,Box,box,0.75188,0.83611,0.89494,1.04976,0.78555,0.86365,-0.12802
1460,1,1,storage,storage,Box,box,0.77012,0.73776,0.89035,1.01653,0.71,0.82495,-0.1475
1460,3,3,cat play thing,cat play thing,Box,box,0.72966,0.97782,0.96751,1.11232,0.70503,0.89847,-0.10763
1460,3,3,kid play thing,kid play thing,Box,box,0.73105,1.06548,0.93235,1.09731,0.6896599999999999,0.90317,-0.10037
1460,3,3,hat,hat,Box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.18055
1460,3,2,science fair poster,science fair poster,Box,box,0.99142,0.93942,0.96715,1.09253,0.76329,0.95076,0.02731
1460,4,3,Halloween costume,halloween costume,Box,box,1.01033,0.94406,0.95296,1.01779,1.03585,0.9922,0.06417
1488,1,1,Contain objects,contain objects,Box,box,1.01453,0.96392,0.95808,0.92487,1.26373,1.02503,0.093410000000000007
1488,3,3,trap animals,trap animals,Box,box,0.97552,1.00735,0.94211,0.96335,1.16646,1.01096,0.06824
1488,3,3,as a hat in a costume,hat costume,Box,box,1.06662,0.95247,1.01174,1.07706,1.04766,1.03111,0.10998
1488,4,3,could be folded and flattened to be used as a support device,folded flattened used support device,Box,box,0.95135,1.07217,1.02693,0.94594,1.21849,1.04298,0.08809
1488,2,2,turned upside down and be used to sit on,turned upside used sit,Box,box,1.05552,0.95975,0.93434,0.97861,1.24173,1.03399,0.10962
1488,4,4,as an instrument,instrument,Box,box,0.85449,0.92995,0.94795,0.99664,0.82915,0.91164,-0.04582
1533,1,1,storage,storage,Box,box,0.77012,0.73776,0.89035,1.01653,0.71,0.82495,-0.1475
1533,2,3,arts and crafts,arts crafts,Box,box,1.12282,1.01864,0.94272,1.00592,1.11705,1.04143,0.14301
1533,3,3,cover from rain,cover rain,Box,box,0.92352,0.97116,0.97038,0.96358,1.15091,0.99591,0.03817
1533,2,3,material for design,material design,Box,box,1.14636,1.04788,1.00203,1.10554,1.2068699999999999,1.10174,0.18691
1533,2,2,step stool,step stool,Box,box,1.05614,1.01799,0.88201,0.95999,1.06759,0.99674,0.089
1373,3,1,build a fort storage,build fort storage,Box,box,1.00807,1.02161,0.96591,0.99872,0.77225,0.95331,0.04675
1373,1,1,carry something,carry something,Box,box,0.98722,0.997,1.0186,1.08559,1.24607,1.0669,0.10202
1373,2,4,sled,sled,Box,box,0.9005,0.87295,0.94127,1.07967,0.86408,0.93169,-0.02502
1373,2,2,line the floor of something,line floor something,Box,box,0.84364,0.94562,1.00504,0.99446,0.69657,0.89707,-0.05413
1603,1,1,cardboard,cardboard,Box,box,0.5146,0.49183,0.70034,0.5997399999999999,0.58188,0.57768,-0.3944
1603,3,3,house,house,Box,box,0.67362,0.81725,0.7679,0.98658,0.75598,0.80027,-0.20191
1603,2,1,gift,gift,Box,box,0.66974,0.80648,0.75024,0.9756,0.65056,0.77052,-0.22219
1603,1,1,packing,packing,Box,box,0.6456500000000001,0.80275,0.75846,0.94832,0.76323,0.78368,-0.22175
1603,1,1,storage,storage,Box,box,0.77012,0.73776,0.89035,1.01653,0.71,0.82495,-0.1475
1599,1,1,storage,storage,Box,box,0.77012,0.73776,0.89035,1.01653,0.71,0.82495,-0.1475
1599,2,1,shipping,shipping,Box,box,0.8074,0.83596,0.8789,0.95129,0.79266,0.85324,-0.10618
1599,5,3,hide a body,hide body,Box,box,0.97398,1.10508,0.97234,0.93419,1.2037,1.03786,0.09333
1528,1,1,to hold things,hold things,Box,box,1.02107,0.97186,0.92004,1.07278,1.24234,1.04562,0.09598
1528,2,1,ship things,ship things,Box,box,0.97826,1.02185,1.06609,0.87218,1.1968,1.02704,0.09408
1528,2,2,stack,stack,Box,box,0.81029,0.75991,0.80983,0.74868,0.76441,0.77862,-0.1442
1528,2,2,support,support,Box,box,0.98455,0.98454,1.01243,0.98741,0.88452,0.97069,0.04933
1528,4,3,a sport,sport,Box,box,0.9172,0.94007,0.99083,1.02158,0.89846,0.95363,0.00587
1442,2,1,to ship things with,ship things,Box,box,0.97826,1.02185,1.06609,0.87218,1.1968,1.02704,0.09408
1442,2,4,to go sledding,go sledding,Box,box,1.00461,0.94573,0.98881,0.99069,0.9370499999999999,0.97338,0.05495
1442,2,3,to draw on,draw,Box,box,0.87578,0.88009,0.91954,0.989,0.82816,0.89851,-0.04932
1442,3,3,to play a drinking game where you write on it,play drinking game write,Box,box,1.01574,0.92242,0.97788,0.96378,1.25245,1.02645,0.09088
1442,2,3,to cut up,cut,Box,box,0.85074,0.92754,0.96805,1.03637,0.79593,0.91573,-0.04652
1442,3,3,to make a hat out of,make hat,Box,box,1.06184,0.91857,0.93096,0.96621,1.15511,1.00654,0.09403
1442,4,3,to hide,hide,Box,box,0.69337,0.84987,0.90478,0.90869,0.84697,0.84074,-0.15377
1442,4,3,to bury,bury,Box,box,0.84242,0.8784,0.88358,0.95173,0.95228,0.90168,-0.06056
1442,2,1,to use to move things,use move things,Box,box,0.7871,1.00913,1.05567,1.00252,0.7559899999999999,0.92208,-0.05544
1442,2,2,to buy groceries in,buy groceries,Box,box,0.99127,0.98856,1.04082,0.94741,1.18208,1.03003,0.09225
1442,2,2,to sit in,sit,Box,box,0.77194,1.0229,0.93361,1.02038,0.79483,0.90873,-0.07772
1442,2,2,to shred,shred,Box,box,0.8216600000000001,0.82596,0.9937,1.0238,0.95831,0.92469,-0.05618
1442,2,4,to use as wallpaper,use wallpaper,Box,box,0.98997,0.99415,1.10456,1.05643,0.90082,1.00919,0.07608
1614,2,2,put a gift inside,put gift inside,Box,box,0.72942,0.88207,0.97435,0.8809899999999999,0.73339,0.84004,-0.13151
1614,3,3,use it as a shelter,use shelter,Box,box,1.02692,0.98817,1.1456,0.99984,1.22022,1.07615,0.13702
1614,1,1,use it for storage,use storage,Box,box,0.96903,0.92424,1.03464,0.96373,1.20362,1.01905,0.07154
1503,1,1,contain things,contain things,Box,box,0.94527,1.07187,1.01326,0.96243,1.2665600000000001,1.05188,0.08893
1503,4,4,soak up water,soak water,Box,box,0.99689,1.11299,0.9785,0.95488,1.05649,1.01995,0.09121
1503,3,3,build a fort,build fort,Box,box,1.02406,0.9625,0.99679,1.0124,1.12745,1.02464,0.09326
1328,1,1,to be used as storage,used storage,Box,box,0.99802,0.97657,0.9906,0.98172,1.21887,1.03316,0.0905
1328,2,1,to transport things from place to place,transport things place place,Box,box,1.11036,0.9702500000000001,1.11108,0.8440300000000001,1.24044,1.05523,0.16555
1328,2,3,to burn to make a fire,burn make fire,Box,box,0.97596,1.00403,0.9836,1.01794,0.75966,0.94824,0.02966
1328,2,2,to stand on top of to reach something tall,stand top reach something tall,Box,box,0.81847,0.97042,0.99018,0.93669,0.69275,0.8817,-0.06882
1328,2,1,to mail someone a package,mail someone package,Box,box,0.84434,0.88076,1.02436,0.94362,0.72698,0.88401,-0.06061
1472,2,1,storage,storage,Box,box,0.77012,0.73776,0.89035,1.01653,0.71,0.82495,-0.1475
1472,3,3,hat,hat,Box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.18055
1472,2,3,shoes,shoes,Box,box,0.69365,0.8400799999999999,0.83757,0.88376999999999994,0.7273000000000001,0.79647,-0.18319
1472,2,2,letter box,letter box,Box,box,0.93975,1.15947,1.11615,0.96054,1.31922,1.09903,0.12665
1472,2,2,litter box,litter box,Box,box,0.86911,1.14557,0.96748,1.05988,1.06305,1.02102,0.03462
1472,2,3,ball,ball,Box,box,0.75052,0.89877,0.76739,0.98265,0.62732,0.80533,-0.16317
1463,2,3,lining,lining,Box,box,0.87661,0.90053,0.93812,0.9784,0.8481799999999999,0.90837,-0.03999
1463,2,2,stacking,stacking,Box,box,0.82649,0.74962,0.90692,1.04849,0.93131,0.89257,-0.08513
1463,1,1,storage,storage,Box,box,0.77012,0.73776,0.89035,1.01653,0.71,0.82495,-0.1475
1463,4,3,covering the floor for paint,covering floor paint,Box,box,0.86065,0.95835,1.07469,0.97926,0.72585,0.91976,-0.02753
1463,3,3,crafts,crafts,Box,box,0.9307799999999999,0.92219,0.93252,0.9561,0.96932,0.94218,0.00428
1531,1,1,to keep things inside of,keep things inside,Box,box,0.7012499999999999,1.03009,0.90132,0.91721,0.72919,0.85581,-0.13197
1531,3,3,for arts and crafts,arts crafts,Box,box,1.12282,1.01864,0.94272,1.00592,1.11705,1.04143,0.14301
1531,2,2,to keep things on top of,keep things top,Box,box,0.7931900000000001,0.95076,0.9445,1.04606,0.68496,0.88389,-0.08934
1531,4,3,to hide inside of,hide inside,Box,box,0.96292,0.95636,1.05897,0.90263,1.1402,1.00422,0.06795
1402,1,1,Store something,store something,Box,box,0.95527,1.10554,0.97859,0.87688,1.25167,1.03359,0.08774
