id,rating,creativity,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
1230,1,1,drink out of it,drink,Cup,cup,0.51746,0.64113,0.83099,0.68732,0.74989,0.68536,-0.35451
1230,3,2,use it as to bake mug cakes,use bake mug cakes,Cup,cup,0.88191,0.95078,1.0474,0.90054,1.06367,0.96886,0.01639
1230,3,4,projectile,projectile,Cup,cup,0.97762,0.95481,0.92258,1.09483,1.11795,1.01356,0.077
1230,3,4,musical instrument,musical instrument,Cup,cup,0.93459,1.08505,1.04143,1.01456,1.15923,1.04697,0.10228
1129,1,1,hold a beverage,hold beverage,Cup,cup,1.06849,1.01,0.9584,0.88127,1.24508,1.03265,0.12253
1129,3,3,catch an insect,catch insect,Cup,cup,1.01783,1.058,0.97527,0.94823,1.08117,1.0161,0.11056
1129,3,3,hold flowers,hold flowers,Cup,cup,1.03377,0.94853,0.97478,0.9498,1.17767,1.01691,0.09721
1129,4,3,trace a circle,trace circle,Cup,cup,1.01111,0.97599,0.95213,1.0803,0.95512,0.99493,0.09257
1129,2,2,hold snacks,hold snacks,Cup,cup,0.99881,0.9303,0.9805,1.0101,1.18071,1.02008,0.08457
1163,1,1,to drink out of,drink,Cup,cup,0.51746,0.64113,0.83099,0.68732,0.74989,0.68536,-0.35451
1163,2,3,to carry,carry,Cup,cup,0.85046,0.91976,1.02102,0.9546,0.90015,0.9292,-0.01658
1194,1,1,drink a liquid,drink liquid,Cup,cup,0.96052,1.02093,1.01045,0.99774,1.12323,1.02257,0.08804
1194,3,3,store a bug and bring it outside,store bug bring outside,Cup,cup,1.08519,0.96164,0.95353,0.94655,1.16019,1.02142,0.12192
1194,3,3,break for fun,break fun,Cup,cup,0.95636,1.03079,0.96762,1.01181,1.16126,1.02557,0.08475
1194,3,3,stack them,stack,Cup,cup,0.93031,0.86421,0.96848,0.86841,0.99368,0.92502,-0.00602
1194,3,4,use as a mold for a sand castle,use mold sand castle,Cup,cup,1.02905,0.97582,0.9416,0.93517,1.15287,1.0069,0.09132
1194,3,3,a game,game,Cup,cup,0.71179,0.85285,0.73421,0.93705,0.63393,0.77397,-0.18521
1194,2,3,to store things,store things,Cup,cup,1.04772,0.88774,0.98167,0.98553,1.19095,1.01872,0.09648
1226,1,1,to drink out of,drink,Cup,cup,0.51746,0.64113,0.83099,0.68732,0.74989,0.68536,-0.35451
1226,1,1,to carry liquids,carry liquids,Cup,cup,1.02719,0.94416,0.97534,0.93759,1.11068,0.99899,0.08619
1226,3,3,to take a spider out of the house,take spider house,Cup,cup,0.84399,0.95019,0.98087,0.91131,0.77252,0.89178,-0.03548
1226,3,3,to catch insects,catch insects,Cup,cup,1.04136,1.01928,0.93727,0.96148,1.15545,1.02297,0.11255
1226,4,3,to keep a pet in,keep pet,Cup,cup,1.00741,1.01959,0.94831,0.99667,1.15417,1.02523,0.10218
1226,1,3,to use for drinking games,use drinking games,Cup,cup,0.89803,0.9943,0.94641,0.9676,0.82842,0.92695,0.01034
1121,1,1,pour liquid into,pour liquid,Cup,cup,0.90716,1.04749,1.05796,1.07985,0.98892,1.01628,0.07948
1121,1,1,drink from,drink,Cup,cup,0.51746,0.64113,0.83099,0.68732,0.74989,0.68536,-0.35451
1121,3,3,trap insect,trap insect,Cup,cup,0.92231,0.91379,1.07921,0.97787,1.12041,1.00272,0.05019
1121,4,4,amplify sound of speaker,amplify sound speaker,Cup,cup,0.91538,0.95299,0.95313,1.01781,1.07565,0.98299,0.03488
1121,4,3,play cup pong,play cup pong,Cup,cup,0.56001,0.77181,0.81988,0.94223,1.01939,0.82266,-0.24223
1121,4,4,make cup phone connected by,make cup phone connected,Cup,cup,0.89051,0.94317,0.94848,0.93312,1.16727,0.97651,0.01157
1118,1,1,to hold a beverage,hold beverage,Cup,cup,1.06849,1.01,0.9584,0.88127,1.24508,1.03265,0.12253
1118,3,4,put a slogan on it,put slogan,Cup,cup,0.96581,1.00613,1.01625,1.05648,1.12232,1.0334,0.09708
1118,2,2,to collect rain water,collect rain water,Cup,cup,0.93347,1.04556,1.02015,1.00023,0.84568,0.96902,0.06325
1118,2,3,to hold money,hold money,Cup,cup,1.02394,0.9422,0.9736,0.99196,1.17786,1.02191,0.09662
1118,2,3,to hold pens and pencils,hold pens pencils,Cup,cup,0.90928,0.93681,0.99398,0.89974,0.9289,0.93374,0.0072
1373,1,1,drink,drink,Cup,cup,0.51746,0.64113,0.83099,0.68732,0.74989,0.68536,-0.35451
1373,3,3,capture an insect,capture insect,Cup,cup,0.8886,0.94747,0.89192,0.97675,1.12316,0.96558,0.00416
1373,4,4,make circles,make circles,Cup,cup,1.06713,0.91297,0.98664,1.01719,1.09529,1.01584,0.11256
1373,4,4,science experiment,science experiment,Cup,cup,0.99776,0.90585,1.05074,1.02763,1.1414,1.02468,0.09149
1373,4,3,games,games,Cup,cup,0.76019,0.95175,0.71715,0.98862,0.59124,0.80179,-0.13218
1373,2,2,eat from,eat,Cup,cup,0.74142,0.91542,0.90395,0.89761,0.90662,0.873,-0.10682
1373,2,3,storage,storage,Cup,cup,0.92339,1.00224,0.95996,1.054,0.9634,0.9806,0.05112
1533,2,4,to rink from,rink,Cup,cup,0.86529,0.91717,0.77742,1.01243,0.83414,0.88129,-0.05325
1533,2,3,to hold pens or pencils,hold pens pencils,Cup,cup,0.90928,0.93681,0.99398,0.89974,0.9289,0.93374,0.0072
1533,2,3,use as a paper weight,use paper weight,Cup,cup,0.97337,0.92644,0.98457,1.01709,0.84866,0.95003,0.049
1488,1,1,put beverages in,put beverages,Cup,cup,0.99732,1.08401,0.96897,0.89642,1.27625,1.04459,0.1108
1488,2,2,use as container for objects including other cups,use container objects including cups,Cup,cup,0.92168,0.91435,0.99696,1.00141,0.83598,0.93408,0.01767
1488,3,2,stacking like cup stacking,stacking like cup stacking,Cup,cup,0.91594,0.93495,0.89475,0.81446,0.78933,0.86989,-0.03216
1488,3,3,as decoration,decoration,Cup,cup,0.90522,0.95958,0.91519,1.03347,0.95655,0.954,0.01789
1488,3,3,part of an art project,part art project,Cup,cup,0.88984,0.95182,0.91748,1.06514,0.78587,0.92203,0.00123
1488,4,4,a mini hat,mini hat,Cup,cup,1.05908,1.00593,0.93821,0.96145,0.97953,0.98884,0.10643
1488,3,3,a weapon,weapon,Cup,cup,0.87881,0.98351,0.97818,1.00283,0.97933,0.96453,0.0195
1488,2,2,to spit,spit,Cup,cup,0.75679,0.86333,0.96053,0.8812,0.96633,0.88564,-0.09951
1460,2,3,holding pencils,holding pencils,Cup,cup,0.97107,1.00488,1.03839,1.01286,1.01773,1.00899,0.08997
1460,1,1,drinking,drinking,Cup,cup,0.63779,0.75091,0.83641,0.77143,0.83234,0.76578,-0.24249
1460,2,3,painting,painting,Cup,cup,0.91333,0.88666,0.8929,0.98981,0.97721,0.93198,-0.00656
1460,4,4,two string communication thing,two string communication thing,Cup,cup,1.00181,0.98544,0.98024,1.1353,1.16994,1.05455,0.11901
1503,1,1,contain a liquid,contain liquid,Cup,cup,0.98267,1.01901,1.0407,1.11911,1.1024,1.05278,0.12244
1503,3,4,make a song,make song,Cup,cup,1.05219,0.95657,1.08848,0.99972,1.11412,1.04222,0.1348
1503,4,4,use as an amplifier,use amplifier,Cup,cup,1.06087,1.06145,0.99943,1.02741,0.89458,1.00875,0.13824
1603,1,1,drink,drink,Cup,cup,0.51746,0.64113,0.83099,0.68732,0.74989,0.68536,-0.35451
1603,1,2,pour,pour,Cup,cup,0.66591,0.66402,0.86212,0.64501,0.75615,0.71864,-0.26994
1603,4,4,hat,hat,Cup,cup,0.78818,0.91783,0.92454,0.90017,0.7754,0.86122,-0.08609
1603,4,3,stencil,stencil,Cup,cup,1.00023,0.89012,0.97018,1.03806,1.0141,0.98254,0.06555
1328,1,1,to drink out of,drink,Cup,cup,0.51746,0.64113,0.83099,0.68732,0.74989,0.68536,-0.35451
1328,2,1,to scoop water,scoop water,Cup,cup,1.04575,0.95261,1.00395,0.97731,0.9751,0.99094,0.10058
1328,3,4,to bathe a baby,bathe baby,Cup,cup,0.94803,1.05566,0.96287,0.97924,1.07001,1.00316,0.07458
1328,3,4,to use in self defense,use self defense,Cup,cup,0.97439,0.97099,0.92563,1.00945,0.85877,0.94785,0.04905
1328,2,2,to heat milk up in the microwave,heat milk microwave,Cup,cup,0.82248,0.96659,0.88576,1.03345,0.87187,0.91603,-0.03572
1328,2,2,to eat food out of,eat food,Cup,cup,1.00291,1.10209,0.97619,1.06445,1.17052,1.06323,0.13842
1472,1,1,to drink,drink,Cup,cup,0.51746,0.64113,0.83099,0.68732,0.74989,0.68536,-0.35451
1472,2,1,to pour,pour,Cup,cup,0.66591,0.66402,0.86212,0.64501,0.75615,0.71864,-0.26994
1472,2,2,to scoop,scoop,Cup,cup,0.82055,0.91199,0.85436,0.95861,0.86364,0.88183,-0.06928
1472,2,1,to splash,splash,Cup,cup,0.85097,0.86798,0.91327,1.01549,0.82026,0.89359,-0.04731
1472,2,2,to break,break,Cup,cup,0.72183,0.89558,0.84541,1.06171,0.78283,0.86147,-0.11729
1472,3,3,to weapon,weapon,Cup,cup,0.87881,0.98351,0.97818,1.00283,0.97933,0.96453,0.0195
1472,3,4,to reflect,reflect,Cup,cup,0.9705,1.08138,0.99088,1.04738,0.9512,1.00827,0.10096
1614,1,1,drinking,drinking,Cup,cup,0.63779,0.75091,0.83641,0.77143,0.83234,0.76578,-0.24249
1614,2,2,mixing paint,mixing paint,Cup,cup,0.96491,1.01316,0.96753,1.05028,1.03295,1.00577,0.08167
1614,3,2,baking a cupcake,baking cupcake,Cup,cup,0.96827,1.11848,0.86013,1.13135,0.84821,0.98529,0.0894
1614,2,3,storing utensils,storing utensils,Cup,cup,1.03227,1.03607,1.04565,0.87961,0.94387,0.98749,0.10632
1614,3,4,making music with it,making music,Cup,cup,1.04475,0.99628,0.96263,0.96008,1.15385,1.02352,0.11302
1320,5,3,shoe,shoe,Cup,cup,0.7934,0.90615,0.94879,0.92093,0.95146,0.90415,-0.06621
1320,3,4,spoon,spoon,Cup,cup,0.63846,0.77183,0.6698,0.50417,0.73197,0.66325,-0.31763
1320,1,1,beverage holder,beverage holder,Cup,cup,1.08058,1.06052,0.99642,0.89897,1.15628,1.03855,0.14621
1320,2,3,pencil case,pencil case,Cup,cup,0.96293,0.91244,1.10282,1.06207,1.07131,1.02231,0.08553
1320,3,4,vase,vase,Cup,cup,0.62198,0.81791,0.64809,0.83031,0.76767,0.73719,-0.266
1320,3,4,cupping,cupping,Cup,cup,0.62572,0.85701,0.83099,0.75677,1.00865,0.81583,-0.21227
1320,3,3,art,art,Cup,cup,0.94072,0.96294,0.93073,0.99105,0.90621,0.94633,0.03061
1463,1,1,holding liquid,holding liquid,Cup,cup,0.98105,0.9979,0.92107,0.98188,1.07635,0.99165,0.06953
1463,2,2,holding solid,holding solid,Cup,cup,1.08462,1.02135,0.9543,1.061,1.11664,1.04758,0.15194
1463,2,3,heating,heating,Cup,cup,0.86886,0.89093,0.91202,1.06547,0.94051,0.93556,-0.01609
1463,2,3,cooling,cooling,Cup,cup,0.82826,0.86994,0.90055,0.98613,0.98901,0.91478,-0.05415
1463,1,1,drinking,drinking,Cup,cup,0.63779,0.75091,0.83641,0.77143,0.83234,0.76578,-0.24249
1463,2,2,eating,eating,Cup,cup,0.7851,0.91847,0.95558,0.86648,0.88437,0.882,-0.07905
1463,2,3,breaking,breaking,Cup,cup,0.85278,1.0213,0.9001,0.93697,0.81056,0.90434,-0.02164
1463,3,3,throwing/tossing,throwing tossing,Cup,cup,1.0334,1.00646,0.9726,1.04192,1.09403,1.02968,0.12009
1463,2,2,storage,storage,Cup,cup,0.92339,1.00224,0.95996,1.054,0.9634,0.9806,0.05112
