id,novelty_1,novelty_2,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
1163,1,1,to climb,climb,Rope,rope,0.56943,0.68518,0.66247,0.66394,0.64988,0.64618,-0.28333
1163,1,2,to tie,tie,Rope,rope,0.464,0.56852,0.72827,0.66092,0.67869,0.62008,-0.30498
1163,2,3,to fasten,fasten,Rope,rope,0.71443,0.7594,0.65215,0.83561,0.65782,0.72388,-0.21615
1192,2,1,swing,swing,Rope,rope,0.62637,0.83023,0.75626,0.65175,0.74018,0.72096,-0.18685
1192,2,2,secure a boat,secure boat,Rope,rope,0.78567,0.99872,0.93926,0.92401,1.07814,0.94516,0.06542
1192,2,2,hang items,hang items,Rope,rope,1.11934,1.04438,0.92389,0.94441,1.13717,1.03384,0.17476
1192,1,2,tie bundles of paper,tie bundles paper,Rope,rope,0.84334,0.92212,0.92775,1.02353,0.73616,0.89058,-0.02576
1087,1,2,tie something,tie something,Rope,rope,1.04944,1.06148,0.90772,0.90557,0.99484,0.98381,0.11087
1087,2,2,to hang something,hang something,Rope,rope,1.02873,1.04852,0.98272,0.93708,1.11396,1.0222,0.16303
1087,3,4,to decorate a vase,decorate vase,Rope,rope,1.02468,1.01065,0.88718,0.9836,1.11651,1.00452,0.13008
1087,3,3,to mark a perimeter,mark perimeter,Rope,rope,1.06042,0.95051,1.0155,0.84762,1.00287,0.97538,0.1225
1087,2,3,to jump rope,jump rope,Rope,rope,1.0028,0.874,0.9195,0.98699,1.0154,0.95974,0.07957
1087,3,3,a weapon,weapon,Rope,rope,0.7995,0.91831,0.80382,0.98982,0.82305,0.8669,-0.05483
1176,1,2,tie things,tie things,Rope,rope,1.10548,1.01218,0.96438,0.94549,1.01919,1.00934,0.1441
1176,2,2,swing from things,swing things,Rope,rope,1.11485,1.08237,0.95915,1.09388,1.01284,1.05262,0.17064
1176,2,2,hold things together,hold things together,Rope,rope,0.76367,0.97092,0.88031,0.99267,0.86263,0.89404,-0.01869
1176,1,1,climb up,climb,Rope,rope,0.56943,0.68518,0.66247,0.66394,0.64988,0.64618,-0.28333
1258,2,2,jump rope,jump rope,Rope,rope,1.0028,0.874,0.9195,0.98699,1.0154,0.95974,0.07957
1258,1,2,rope that is used to tie knots,rope used tie knots,Rope,rope,0.90706,1.14837,1.17423,0.72315,1.03269,0.9971,0.16708
1258,1,2,rope are used to keep things in place,rope used keep things place,Rope,rope,0.68246,1.09226,1.00094,0.97449,0.88094,0.92622,0.02467
1258,3,4,obstacle course ropes,obstacle course ropes,Rope,rope,0.713,1.07628,0.90684,0.9651,0.77583,0.88741,-0.03042
1258,2,1,the rope that is climbed during gym class to see how high you can get,rope climbed gym class see high can get,Rope,rope,1.16366,1.08788,1.06534,0.92257,1.09645,1.06718,0.22497
1186,1,2,tie,tie,Rope,rope,0.464,0.56852,0.72827,0.66092,0.67869,0.62008,-0.30498
1186,1,2,knot,knot,Rope,rope,0.49399,0.46781,0.58381,0.57315,0.58655,0.54106,-0.39594
1186,2,3,jump rope,jump rope,Rope,rope,1.0028,0.874,0.9195,0.98699,1.0154,0.95974,0.07957
1186,3,3,noose,noose,Rope,rope,0.47311,0.4442,0.50288,0.69059,0.62784,0.54772,-0.4083
1186,5,3,lasso,lasso,Rope,rope,0.74051,0.54632,0.70432,0.93442,0.79369,0.74385,-0.18664
1186,1,1,climbing,climbing,Rope,rope,0.57978,0.73835,0.62076,0.77709,0.57054,0.6573,-0.29518
1186,2,2,hold down,hold,Rope,rope,0.62473,0.72462,0.85483,0.61598,0.79405,0.72284,-0.16522
1186,3,2,hit with,hit,Rope,rope,0.78061,0.94894,0.94096,0.89703,0.87858,0.88922,-0.00419
1186,3,4,sailing,sailing,Rope,rope,0.79687,0.83584,0.81251,0.9864,0.81823,0.84997,-0.07049
1186,3,3,tug o war,tug war,Rope,rope,0.84866,0.94268,0.96198,1.0247,1.00944,0.95749,0.06791
1186,4,4,jewelry,jewelry,Rope,rope,0.7756,0.91521,0.95776,0.98229,0.86519,0.89921,-0.00261
1174,4,3,pull someone out of a well,pull someone well,Rope,rope,0.74659,0.9584,0.97097,1.15569,0.85143,0.93662,0.01471
1174,1,1,climb up,climb,Rope,rope,0.56943,0.68518,0.66247,0.66394,0.64988,0.64618,-0.28333
1133,1,2,tie a knot,tie knot,Rope,rope,0.9812,1.06538,0.94694,0.96285,1.01446,0.99417,0.11703
1133,3,4,wear as a belt,wear belt,Rope,rope,1.0826,0.93466,0.97059,1.02612,1.06221,1.01524,0.14485
1133,3,4,shoe lace,shoe lace,Rope,rope,1.08635,0.96125,1.00962,0.96951,0.93165,0.99168,0.12071
1133,1,1,use it to climb something,use climb something,Rope,rope,0.72379,0.91085,0.94547,0.96654,0.87863,0.88506,-0.01837
1133,3,2,measure something's length,measure something length,Rope,rope,0.84515,0.90978,0.95682,1.02271,0.88323,0.92354,0.02301
1133,3,3,create boundaries for a,create boundaries,Rope,rope,1.00041,1.07425,1.00257,1.09615,1.1435,1.06338,0.19014
1138,1,2,tying something up,tying something,Rope,rope,1.0171,1.09887,0.94842,0.86906,0.99132,0.98495,0.11792
1138,1,2,rock climbing,rock climbing,Rope,rope,1.02689,0.89149,0.93672,1.06411,0.9647,0.97678,0.0874
1138,5,3,lasso,lasso,Rope,rope,0.74051,0.54632,0.70432,0.93442,0.79369,0.74385,-0.18664
1138,3,3,storing things like a lanyard,storing things like lanyard,Rope,rope,1.00442,0.96604,0.98562,1.0845,0.86102,0.98032,0.08368
1138,4,4,jewelry,jewelry,Rope,rope,0.7756,0.91521,0.95776,0.98229,0.86519,0.89921,-0.00261
1221,1,2,tie things,tie things,Rope,rope,1.10548,1.01218,0.96438,0.94549,1.01919,1.00934,0.1441
1221,1,1,climb trees,climb trees,Rope,rope,1.09228,0.82344,1.04195,1.02476,0.984,0.99329,0.12562
1221,2,3,harness,harness,Rope,rope,0.58887,0.65381,0.63969,0.80778,0.60716,0.65946,-0.29005
1221,5,3,lasso,lasso,Rope,rope,0.74051,0.54632,0.70432,0.93442,0.79369,0.74385,-0.18664
1221,4,4,bridge,bridge,Rope,rope,0.69006,0.75968,0.78566,0.71584,0.68838,0.72792,-0.18356
1221,5,4,costume,costume,Rope,rope,0.77851,0.88392,0.8239,0.97791,0.85082,0.86301,-0.05395
1221,4,4,satchel,satchel,Rope,rope,0.81754,0.85733,0.7973,0.94662,0.91645,0.86705,-0.04154
1221,3,3,tightrope to walk on,tightrope walk,Rope,rope,0.96749,0.9386,0.93128,1.15506,0.86756,0.972,0.06039
1221,4,4,reel people in out in the water,reel people water,Rope,rope,0.95666,0.96007,0.93952,1.08195,0.92033,0.97171,0.07242
1194,1,2,tie things up,tie things,Rope,rope,1.10548,1.01218,0.96438,0.94549,1.01919,1.00934,0.1441
1194,1,2,make a knot,make knot,Rope,rope,1.01912,0.99331,0.92142,1.01069,0.81453,0.95181,0.05273
1194,1,3,go rock climbing,go rock climbing,Rope,rope,0.77056,0.97321,0.87137,1.0509,0.8367,0.90055,-0.02113
1194,5,3,lasso something,lasso something,Rope,rope,1.06379,1.0772,0.93966,0.9779,0.94794,1.0013,0.12103
1147,3,2,walking on a tightrope,walking tightrope,Rope,rope,0.97197,1.01676,0.88702,1.0812,0.85175,0.96174,0.05154
1147,5,3,lasso,lasso,Rope,rope,0.74051,0.54632,0.70432,0.93442,0.79369,0.74385,-0.18664
1147,4,4,painting,painting,Rope,rope,0.80609,0.94624,0.85356,1.03315,0.86774,0.90136,-0.01552
1147,2,1,climbing a rope in a gym,climbing rope gym,Rope,rope,0.7231,0.80869,0.67182,1.06073,0.71373,0.79561,-0.16124
1147,2,2,swinging from a tree,swinging tree,Rope,rope,0.99737,0.93851,0.993,1.10839,1.013,1.01005,0.12419
1147,3,3,tug of war,tug war,Rope,rope,0.84866,0.94268,0.96198,1.0247,1.00944,0.95749,0.06791
1147,3,2,pulling a tree out of the ground,pulling tree ground,Rope,rope,0.78795,0.99619,0.9869,0.90418,0.83081,0.90121,0.00824
1147,2,3,making a harness,making harness,Rope,rope,1.04794,0.98769,0.92555,0.98333,1.10899,1.0107,0.14141
1147,3,4,fishing net,fishing net,Rope,rope,1.05849,0.99756,0.96934,1.03992,1.04332,1.02173,0.14632
1162,2,3,hang something,hang something,Rope,rope,1.02873,1.04852,0.98272,0.93708,1.11396,1.0222,0.16303
1162,4,4,save someone like in the ocean,save someone like ocean,Rope,rope,1.03311,0.93584,1.08105,0.97264,1.09339,1.02321,0.17034
1162,1,2,tie someone up,tie someone,Rope,rope,1.00301,0.98398,0.91457,0.89539,0.99339,0.95807,0.08456
1162,2,1,pull something,pull something,Rope,rope,1.01317,1.07471,1.07119,1.03028,1.0697,1.05181,0.18771
1162,3,3,play tug of war,play tug war,Rope,rope,0.75822,0.98587,0.9969,1.10678,0.8312,0.93579,0.02076
1162,3,4,play toy for dogs,play toy dogs,Rope,rope,0.95739,0.92306,0.94804,0.95967,0.88266,0.93416,0.0459
1102,1,2,knots,knots,Rope,rope,0.60723,0.55981,0.6793,0.77627,0.63828,0.65218,-0.28534
1102,1,2,tying things,tying things,Rope,rope,1.03774,1.12972,0.98713,0.91161,1.01406,1.01605,0.15172
1102,3,4,arm exercising,arm exercising,Rope,rope,1.05412,0.91925,0.89531,0.90315,1.01804,0.95797,0.08702
1102,1,1,climbing,climbing,Rope,rope,0.57978,0.73835,0.62076,0.77709,0.57054,0.6573,-0.29518
1102,2,1,pulling,pulling,Rope,rope,0.69754,0.81565,0.72677,0.64199,0.60127,0.69664,-0.22071
1102,2,3,jump rope,jump rope,Rope,rope,1.0028,0.874,0.9195,0.98699,1.0154,0.95974,0.07957
1230,1,2,tie something up,tie something,Rope,rope,1.04944,1.06148,0.90772,0.90557,0.99484,0.98381,0.11087
1230,2,2,make a swing with it,make swing,Rope,rope,1.13654,1.01509,0.94959,1.05506,1.04536,1.04033,0.16585
1230,3,4,catch a fish,catch fish,Rope,rope,0.97187,0.97504,0.97733,1.00721,1.07923,1.00214,0.12909
1230,1,1,use it to climb something,use climb something,Rope,rope,0.72379,0.91085,0.94547,0.96654,0.87863,0.88506,-0.01837
1230,2,4,use it to tow something,use tow something,Rope,rope,0.88461,0.93895,0.96162,1.00454,0.88668,0.93528,0.03967
1230,2,2,use it to hang something,use hang something,Rope,rope,0.7829,0.85488,0.94663,0.95633,0.8779,0.88373,-0.01469
1123,3,3,burn,burn,Rope,rope,0.75408,0.89802,0.86729,1.0483,0.76095,0.86573,-0.06299
1123,1,2,knot,knot,Rope,rope,0.49399,0.46781,0.58381,0.57315,0.58655,0.54106,-0.39594
1123,1,2,tie,tie,Rope,rope,0.464,0.56852,0.72827,0.66092,0.67869,0.62008,-0.30498
1129,1,2,tie something,tie something,Rope,rope,1.04944,1.06148,0.90772,0.90557,0.99484,0.98381,0.11087
1129,5,3,use as a lasso,use lasso,Rope,rope,0.96391,0.95857,0.95901,0.99318,0.92146,0.95923,0.07204
1129,3,3,use for workout battle ropes,use workout battle ropes,Rope,rope,0.85098,0.99943,1.00532,1.06918,1.1093,1.00684,0.12548
1228,2,2,hang from,hang,Rope,rope,0.55621,0.64688,0.72533,0.66363,0.71735,0.66188,-0.25555
1228,2,1,swing on,swing,Rope,rope,0.62637,0.83023,0.75626,0.65175,0.74018,0.72096,-0.18685
1228,3,2,connect to others,connect others,Rope,rope,0.96751,0.94098,1.07732,0.95129,1.10255,1.00793,0.15375
1228,1,2,tie things together,tie things together,Rope,rope,0.76037,0.89525,0.89059,1.01402,0.83809,0.87966,-0.03599
1228,2,3,leash,leash,Rope,rope,0.60057,0.70713,0.58918,0.88894,0.60708,0.67858,-0.28476
1228,3,3,weapon,weapon,Rope,rope,0.7995,0.91831,0.80382,0.98982,0.82305,0.8669,-0.05483
1193,1,2,tie up,tie,Rope,rope,0.464,0.56852,0.72827,0.66092,0.67869,0.62008,-0.30498
1193,2,1,hang from/belay down,hang belay,Rope,rope,1.07374,1.01455,0.82822,1.00221,1.04965,0.99367,0.10804
1193,4,2,whip,whip,Rope,rope,0.73459,0.79077,0.76201,0.8453,0.8432,0.79517,-0.11722
1193,4,2,choke,choke,Rope,rope,0.6528,0.76491,0.69966,1.04936,0.74652,0.78265,-0.17108
1193,1,1,climb with,climb,Rope,rope,0.56943,0.68518,0.66247,0.66394,0.64988,0.64618,-0.28333
1193,2,2,bundle up,bundle,Rope,rope,0.7527,0.82863,0.79961,0.95315,0.73899,0.81462,-0.11297
1193,5,3,lasso,lasso,Rope,rope,0.74051,0.54632,0.70432,0.93442,0.79369,0.74385,-0.18664
1180,1,2,tie a knot,tie knot,Rope,rope,0.9812,1.06538,0.94694,0.96285,1.01446,0.99417,0.11703
1180,3,4,sailboat,sailboat,Rope,rope,0.78264,0.84183,0.73381,0.81032,0.79302,0.79232,-0.12113
1180,2,2,pull something,pull something,Rope,rope,1.01317,1.07471,1.07119,1.03028,1.0697,1.05181,0.18771
1180,4,4,stage lights,stage lights,Rope,rope,1.00109,1.04838,0.98861,0.9242,1.06932,1.00632,0.14377
1180,3,3,noose,noose,Rope,rope,0.47311,0.4442,0.50288,0.69059,0.62784,0.54772,-0.4083
1180,3,4,life preserver,life preserver,Rope,rope,0.93716,0.94224,0.97483,0.92398,0.9431,0.94426,0.06649
1180,3,3,fraying to start a fire,fraying start fire,Rope,rope,0.95278,1.01505,0.99677,1.08619,1.12421,1.035,0.1581
1180,2,2,hold things up,hold things,Rope,rope,0.99435,1.0198,1.05042,1.03974,1.10257,1.04138,0.17596
1180,3,4,tent,tent,Rope,rope,0.64632,0.86769,0.73032,1.02458,0.75678,0.80514,-0.14275
1209,2,3,jumping over,jumping,Rope,rope,0.64873,0.72521,0.68915,0.56684,0.55123,0.63623,-0.28383
1209,2,2,tying nots,tying nots,Rope,rope,0.82857,0.87707,1.06669,0.99016,0.88031,0.92856,0.04258
1209,2,1,rope swings,rope swings,Rope,rope,0.95632,0.9076,0.81862,1.08901,1.12736,0.97978,0.08407
1226,2,2,to tie a leash for a dog,tie leash dog,Rope,rope,0.64844,0.68298,0.73491,0.81649,0.79895,0.73635,-0.18413
1226,2,2,to pull furniture,pull furniture,Rope,rope,1.06739,1.06423,1.03992,1.01527,1.09873,1.05711,0.19687
1226,1,2,to tie up a tent,tie tent,Rope,rope,0.9759,1.06899,0.94094,0.9339,0.99083,0.98211,0.10507
1226,3,3,to fish with,fish,Rope,rope,0.81417,0.83514,0.86141,1.02953,0.83779,0.87561,-0.04136
1226,4,3,to set and anchor,set anchor,Rope,rope,1.00373,0.94701,0.95509,1.0683,1.02436,0.9997,0.11518
1226,4,3,to kill someone,kill someone,Rope,rope,0.96525,1.0512,0.99141,1.0222,1.04872,1.01576,0.13924
1226,4,4,to harness a horse,harness horse,Rope,rope,1.00569,1.04157,0.86488,1.02911,1.0208,0.99241,0.10133
1121,1,1,climb,climb,Rope,rope,0.56943,0.68518,0.66247,0.66394,0.64988,0.64618,-0.28333
1121,3,2,restrain,restrain,Rope,rope,0.78719,0.87531,0.8271,1.00075,0.90928,0.87993,-0.03363
1121,2,2,lift as a pulley,lift pulley,Rope,rope,1.07854,1.01558,0.93217,0.94874,0.98556,0.99212,0.11853
1121,2,2,attach two objects,attach two objects,Rope,rope,0.92074,1.00177,0.9537,1.12049,0.87368,0.97408,0.06595
1118,2,1,in a tree for a swing,tree swing,Rope,rope,1.0742,0.90282,1.02368,0.95187,0.96952,0.98442,0.11969
1118,3,3,to dock a boat,dock boat,Rope,rope,1.0235,0.97543,1.01373,1.01777,0.98283,1.00265,0.12748
1118,3,4,to strap someone in while hang gliding,strap someone hang gliding,Rope,rope,0.88742,1.06816,0.92728,0.99096,0.98326,0.97142,0.08092
1118,1,1,for rock climbing,rock climbing,Rope,rope,1.02689,0.89149,0.93672,1.06411,0.9647,0.97678,0.0874
1460,1,1,climbing,climbing,Rope,rope,0.57978,0.73835,0.62076,0.77709,0.57054,0.6573,-0.29518
1460,1,2,tying,tying,Rope,rope,0.55332,0.60753,0.70139,0.88345,0.68301,0.68574,-0.26046
1460,5,3,lasso,lasso,Rope,rope,0.74051,0.54632,0.70432,0.93442,0.79369,0.74385,-0.18664
1460,2,2,hanging,hanging,Rope,rope,0.5799,0.75245,0.6605,0.82941,0.54475,0.6734,-0.28249
1460,4,3,whipping,whipping,Rope,rope,0.7951,0.82005,0.78461,0.88339,0.80686,0.818,-0.09557
1460,4,4,clothing styling,clothing styling,Rope,rope,1.0781,0.96984,1.06626,0.99186,1.05115,1.03144,0.17383
1460,4,4,sport,sport,Rope,rope,0.88659,0.91358,0.95427,0.90681,0.86316,0.90488,0.01713
1460,3,4,art,art,Rope,rope,0.89834,0.95993,0.94374,1.03389,0.97981,0.96314,0.07094
1488,2,2,dangle object,dangle object,Rope,rope,1.02072,0.97291,1.01268,1.09359,0.89683,0.99935,0.10865
1488,2,2,hoist objects up,hoist objects,Rope,rope,1.07121,0.99547,0.94298,0.97966,1.08194,1.01425,0.14634
1488,2,2,fasten objects in place,fasten objects place,Rope,rope,0.95255,0.91154,0.93107,1.02784,1.08604,0.98181,0.10128
1488,1,1,climbing goes with hoisting/lowering objects,climbing goes hoisting lowering objects,Rope,rope,0.92204,0.95114,0.90078,1.03085,0.98719,0.9584,0.06386
1488,1,2,tying knots,tying knots,Rope,rope,0.91035,0.98753,0.94277,1.03082,1.0796,0.99021,0.10714
1533,3,3,securing a boat in dock,securing boat dock,Rope,rope,0.97476,0.84931,0.91663,1.08095,0.83897,0.93212,0.02536
1533,2,2,pulling something very heavy on a sled,pulling something heavy sled,Rope,rope,1.00346,1.1019,0.93605,1.0261,1.0836,1.03022,0.15207
1373,2,3,jumping robe,jumping robe,Rope,rope,1.08348,1.08536,0.93895,1.08894,0.99561,1.03847,0.15145
1373,1,2,tie a knot,tie knot,Rope,rope,0.9812,1.06538,0.94694,0.96285,1.01446,0.99417,0.11703
1373,2,1,swing from a tree,swing tree,Rope,rope,1.0742,0.90282,1.02368,0.95187,0.96952,0.98442,0.11969
1373,3,4,zip line,zip line,Rope,rope,0.98111,1.00079,0.96817,0.94848,0.94772,0.96925,0.09079
1373,1,2,tight rope,tight rope,Rope,rope,0.93334,0.9894,0.89362,1.01052,1.09623,0.98462,0.10103
1373,1,1,aid in rock climbing,aid rock climbing,Rope,rope,0.89308,0.94533,0.89794,0.98033,0.83863,0.91106,0.00743
1373,1,2,tie something up,tie something,Rope,rope,1.04944,1.06148,0.90772,0.90557,0.99484,0.98381,0.11087
1373,5,3,lasso,lasso,Rope,rope,0.74051,0.54632,0.70432,0.93442,0.79369,0.74385,-0.18664
1603,2,2,swing,swing,Rope,rope,0.62637,0.83023,0.75626,0.65175,0.74018,0.72096,-0.18685
1603,2,2,ladder,ladder,Rope,rope,0.49674,0.58964,0.53639,0.727,0.47566,0.56509,-0.40337
1603,1,2,knot,knot,Rope,rope,0.49399,0.46781,0.58381,0.57315,0.58655,0.54106,-0.39594
1603,3,4,belt,belt,Rope,rope,0.64283,0.76162,0.79092,0.83192,0.68721,0.7429,-0.18324
1599,4,3,to kill yourself,kill,Rope,rope,0.67556,0.89021,0.86912,1.00144,0.89411,0.86609,-0.05091
1599,1,2,to tie something,tie something,Rope,rope,1.04944,1.06148,0.90772,0.90557,0.99484,0.98381,0.11087
1599,1,1,to climb,climb,Rope,rope,0.56943,0.68518,0.66247,0.66394,0.64988,0.64618,-0.28333
1599,1,2,to knot,knot,Rope,rope,0.49399,0.46781,0.58381,0.57315,0.58655,0.54106,-0.39594
1599,3,3,to play tug of war,play tug war,Rope,rope,0.75822,0.98587,0.9969,1.10678,0.8312,0.93579,0.02076
1599,5,4,to use during sex,use sex,Rope,rope,0.95746,1.04406,0.99615,1.00431,1.11767,1.02393,0.1552
1528,1,2,to tie things,tie things,Rope,rope,1.10548,1.01218,0.96438,0.94549,1.01919,1.00934,0.1441
1528,1,1,to help someone climb,help someone climb,Rope,rope,0.68376,0.86969,0.87323,0.9034,0.83163,0.83234,-0.07843
1528,1,2,rock climbing,rock climbing,Rope,rope,1.02689,0.89149,0.93672,1.06411,0.9647,0.97678,0.0874
1442,1,2,to climb on,climb,Rope,rope,0.56943,0.68518,0.66247,0.66394,0.64988,0.64618,-0.28333
1442,1,2,to tie to the ceiling,tie ceiling,Rope,rope,1.03563,0.97673,1.07321,0.93375,1.00664,1.00519,0.14821
1442,2,2,to hang stuff with,hang stuff,Rope,rope,1.08025,1.01149,1.03868,0.99636,1.06637,1.03863,0.17864
1442,2,2,to wrap around something,wrap around something,Rope,rope,0.78114,0.92606,0.95263,0.98417,0.8586,0.90052,-0.00235
1442,2,2,to swing on,swing,Rope,rope,0.62637,0.83023,0.75626,0.65175,0.74018,0.72096,-0.18685
1442,2,3,to play jump rope with,play jump rope,Rope,rope,0.70184,0.90398,0.81609,0.78961,0.83062,0.80843,-0.09579
1442,3,2,to use as a tightrope,use tightrope,Rope,rope,1.0931,1.04671,1.05106,0.99694,0.97943,1.03345,0.16802
1442,2,3,to attach to a vehicle and a skateboard or wagon or something,attach vehicle skateboard wagon something,Rope,rope,0.90499,0.93404,1.03291,1.01545,1.10771,0.99902,0.12989
1614,1,2,tying knots,tying knots,Rope,rope,0.91035,0.98753,0.94277,1.03082,1.0796,0.99021,0.10714
1614,1,1,climbing things,climbing things,Rope,rope,1.08889,1.00026,0.94171,1.17499,1.11956,1.06508,0.18048
1614,4,2,hanging yourself,hanging,Rope,rope,0.5799,0.75245,0.6605,0.82941,0.54475,0.6734,-0.28249
1503,2,2,connect to heavy things,connect heavy things,Rope,rope,0.84885,0.91148,0.98313,1.04702,0.87368,0.93283,0.03204
1503,2,2,hang something,hang something,Rope,rope,1.02873,1.04852,0.98272,0.93708,1.11396,1.0222,0.16303
1503,5,3,use as a lasso,use lasso,Rope,rope,0.96391,0.95857,0.95901,0.99318,0.92146,0.95923,0.07204
1503,3,4,make a trap,make trap,Rope,rope,1.04059,1.03293,0.96073,0.98206,1.06622,1.01651,0.14693
1503,3,3,use in tug of war,use tug war,Rope,rope,0.82357,0.92975,1.07187,1.07074,0.9212,0.96343,0.07227
1328,2,4,to tie your shoes together,tie shoes together,Rope,rope,0.78351,0.91337,0.88967,0.82751,0.83048,0.84891,-0.04643
1328,2,2,to swing off of something,swing something,Rope,rope,1.10932,1.0731,0.9498,0.91638,0.99914,1.00955,0.14395
1328,5,3,to use as a lasso,use lasso,Rope,rope,0.96391,0.95857,0.95901,0.99318,0.92146,0.95923,0.07204
