id,novelty_1,novelty_2,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
1226,2,3,to use as a door stop,use door stop,Brick,brick,0.84221,1.00387,0.99738,1.01174,0.80962,0.93296,0.01239
1226,2,3,to use as a weigh or counterbalance,use weigh counterbalance,Brick,brick,0.94629,0.93465,0.95177,1.00542,1.12657,0.99294,0.03604
1226,3,3,to use as a projectile in a fight,use projectile fight,Brick,brick,0.97106,0.99333,1.02608,0.89239,0.79844,0.93626,0.02782
1121,1,1,build a house,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1121,2,2,break a window,break window,Brick,brick,0.96992,0.9811,0.94302,0.99641,1.14205,1.0065,0.04566
1121,2,2,use as a paper weight,use paper weight,Brick,brick,0.82103,0.98841,0.89331,1.0348,0.86885,0.92128,-0.02433
1121,3,2,use as stepping stool,use stepping stool,Brick,brick,0.95635,0.88973,0.93905,0.91332,0.81483,0.90266,-0.02285
1121,2,2,weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1118,1,1,build house,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1118,2,2,weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1118,3,4,used in oven,used oven,Brick,brick,1.05938,0.93621,1.00385,0.93613,1.06623,1.00036,0.05917
1118,4,1,barricade,barricade,Brick,brick,0.74611,0.85293,0.74093,0.73409,0.79595,0.774,-0.15718
1118,3,3,can be painted on for art,can painted art,Brick,brick,0.95133,0.86095,0.99789,1.07485,0.79391,0.93579,0.00699
1460,1,1,building,building,Brick,brick,0.60702,0.70089,0.54039,0.40187,0.40225,0.53048,-0.36378
1460,2,2,weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1460,2,2,breaking into somewhere,breaking somewhere,Brick,brick,0.88811,1.00647,0.98305,1.0994,1.07814,1.01103,0.05569
1460,4,3,art piece,art piece,Brick,brick,1.06976,1.0165,0.98861,1.08398,1.13128,1.05803,0.09175
1488,1,1,build houses and other buildings,build houses buildings,Brick,brick,0.72583,0.92325,0.81077,0.69279,0.78338,0.7872,-0.12592
1488,2,2,as a weapon to break glass/houses or injure people,weapon break glass houses injure people,Brick,brick,1.04627,1.06445,1.05483,0.99798,1.19121,1.07095,0.12166
1488,2,2,as an object to prop up other objects and get them to the ri,object prop objects get ri,Brick,brick,1.01023,0.96182,0.94476,0.93655,0.91918,0.95451,0.01559
1533,1,1,material for a house,material house,Brick,brick,0.92498,0.90493,1.03664,1.00978,1.16611,1.00849,0.0656
1533,2,2,door stop,door stop,Brick,brick,0.94383,0.88492,1.01083,1.05276,1.15782,1.01003,0.05791
1533,2,2,paper weight,paper weight,Brick,brick,1.08063,0.92728,0.95949,1.00282,1.11712,1.01747,0.05626
1373,1,1,build a house,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1373,2,2,break a window,break window,Brick,brick,0.96992,0.9811,0.94302,0.99641,1.14205,1.0065,0.04566
1373,3,2,hurt someone,hurt someone,Brick,brick,0.92824,0.96354,1.09323,0.99719,1.10533,1.01751,0.08995
1373,4,4,test gravity,test gravity,Brick,brick,0.96227,0.96731,0.93642,1.08111,1.11451,1.01232,0.04426
1373,2,1,break something like a lock,break something like lock,Brick,brick,1.01107,0.99235,0.97693,0.97315,1.15304,1.02131,0.06605
1373,2,2,weigh paper down,weigh paper,Brick,brick,1.10758,1.03826,0.98085,0.97827,1.05865,1.03272,0.07916
1373,2,5,sanding,sanding,Brick,brick,0.82742,0.71198,0.82469,0.8993,0.86919,0.82652,-0.1133
1603,1,1,house,house,Brick,brick,0.65988,0.82071,0.69071,0.85592,0.63317,0.73208,-0.20356
1603,2,2,weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1603,2,2,paper weight,paper weight,Brick,brick,1.08063,0.92728,0.95949,1.00282,1.11712,1.01747,0.05626
1599,1,1,To build a house,to build house,Brick,brick,0.74895,0.94297,0.9308,0.93995,0.80832,0.8742,-0.04545
1599,3,2,to kill someone,kill someone,Brick,brick,0.93581,0.92065,1.06638,0.99228,1.10832,1.00469,0.07277
1599,4,4,to use it as a means of trading,use means trading,Brick,brick,0.95232,1.02316,0.8462,1.0827,0.86864,0.9546,-0.01209
1528,1,1,building,building,Brick,brick,0.60702,0.70089,0.54039,0.40187,0.40225,0.53048,-0.36378
1528,2,2,to break something,break something,Brick,brick,0.96192,0.85327,1.04109,1.01906,1.12217,0.9995,0.05891
1528,2,2,hold something down,hold something,Brick,brick,0.94711,1.08669,0.95404,1.06617,1.13447,1.0377,0.07156
1528,2,1,hold a door open,hold door open,Brick,brick,0.84537,0.90087,0.99774,1.00593,0.80118,0.91022,-0.00734
1442,1,1,to build a house,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1442,3,2,to use as a stepping stone,use stepping stone,Brick,brick,0.80791,0.89938,0.96996,1.03119,0.81422,0.90453,-0.01989
1442,3,2,to throw at someone,throw someone,Brick,brick,0.89888,0.97459,1.04654,1.0321,1.07294,1.00501,0.06891
1442,2,2,to use as a weight,use weight,Brick,brick,1.0955,0.94977,1.05847,0.96398,1.14299,1.04214,0.1003
1442,2,3,to draw on,draw,Brick,brick,0.92609,0.96253,0.95848,1.10339,0.99692,0.98948,0.03422
1442,3,3,to paint,paint,Brick,brick,0.74671,0.80619,0.75842,0.92713,0.66836,0.78136,-0.15585
1442,3,4,to bury,bury,Brick,brick,0.78279,0.9932,0.91346,1.07329,0.98972,0.95049,-0.00274
1442,3,3,to decorate,decorate,Brick,brick,0.79333,0.83464,0.8134,0.97385,0.681,0.81924,-0.11638
1614,1,1,Build a house with it,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1614,2,2,use it as a weapon,use weapon,Brick,brick,1.02496,0.92882,0.99053,1.10169,1.16228,1.04166,0.0754
1503,1,1,build a house,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1503,2,2,break a window,break window,Brick,brick,0.96992,0.9811,0.94302,0.99641,1.14205,1.0065,0.04566
1503,2,2,use as a weapon,use weapon,Brick,brick,1.02496,0.92882,0.99053,1.10169,1.16228,1.04166,0.0754
1328,2,2,to break a window,break window,Brick,brick,0.96992,0.9811,0.94302,0.99641,1.14205,1.0065,0.04566
1328,1,1,to make a building/house,make building house,Brick,brick,0.75235,1.03067,0.98593,1.17903,0.80634,0.95086,0.01525
1328,2,2,to use as a stand to reach something higher,use stand reach something higher,Brick,brick,0.90926,0.99266,0.93997,1.06127,0.82728,0.94609,0.00508
1328,5,5,to use in the lifeguard test to represent carrying a person,use lifeguard test represent carrying person,Brick,brick,0.9976,0.91439,1.02929,1.15066,1.1448,1.04735,0.08629
1328,2,2,for use in self defense,use self defense,Brick,brick,0.92071,0.91859,1.00079,1.03626,0.87559,0.95039,0.02037
1472,2,2,to smash,smash,Brick,brick,0.7072,0.79516,0.82062,0.98689,0.86092,0.83416,-0.11017
1472,1,1,to build,build,Brick,brick,0.68043,0.81555,0.80979,0.70277,0.69889,0.74149,-0.16209
1472,2,2,to weigh down,weigh,Brick,brick,0.91273,0.8911,0.90119,0.97289,0.95683,0.92695,-0.0205
1472,3,2,to exercise,exercise,Brick,brick,0.93333,0.94711,1.04575,1.0166,1.05135,0.99883,0.06457
1472,4,5,to eat,eat,Brick,brick,0.83662,0.96789,0.97283,0.99446,0.91024,0.93641,0.00622
1472,3,2,to grind,grind,Brick,brick,0.83447,0.88327,0.93566,0.99687,0.92264,0.91458,-0.02212
1463,1,1,building,building,Brick,brick,0.60702,0.70089,0.54039,0.40187,0.40225,0.53048,-0.36378
1463,1,2,lining for a patio of sorts,lining patio sorts,Brick,brick,0.89791,0.96065,0.89091,1.0099,0.78374,0.90862,-0.03176
1463,2,2,weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1463,2,4,dust,dust,Brick,brick,0.7793,0.87289,0.85848,0.89117,0.72428,0.82522,-0.09674
1463,3,4,cooking,cooking,Brick,brick,0.86487,0.94059,0.88705,1.03012,0.83736,0.912,-0.03326
1463,2,4,planting,planting,Brick,brick,0.90555,0.848,0.85293,0.97055,0.8665,0.88871,-0.05943
1531,1,1,build buildings,build buildings,Brick,brick,1.07035,0.9396,0.9883,0.9832,1.14756,1.0258,0.06997
1531,3,2,throwing,throwing,Brick,brick,0.76731,0.81881,0.93459,1.01815,0.84864,0.8775,-0.0513
1531,3,3,decoration,decoration,Brick,brick,0.854,0.8456,0.79746,0.904,0.65896,0.812,-0.121
1531,2,3,to keep things on top of,keep things top,Brick,brick,0.84049,1.00919,0.97068,1.00994,0.84694,0.93545,0.00719
1402,3,2,throwing,throwing,Brick,brick,0.76731,0.81881,0.93459,1.01815,0.84864,0.8775,-0.0513
1402,1,1,building,building,Brick,brick,0.60702,0.70089,0.54039,0.40187,0.40225,0.53048,-0.36378
1402,2,2,smashing,smashing,Brick,brick,0.76077,0.77391,0.85875,0.92298,0.79373,0.82203,-0.10577
1402,2,2,weighing something down,weighing something,Brick,brick,1.00529,0.99196,0.984,0.93215,1.11694,1.00607,0.05944
1402,2,2,standing on it for height,standing height,Brick,brick,1.0466,1.08022,0.98777,0.96406,1.08547,1.03282,0.08232
1526,1,1,build a house,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1526,3,2,crack an object,crack object,Brick,brick,1.04008,1.09156,1.01105,0.98949,1.17029,1.06049,0.10533
1526,3,2,stepping block,stepping block,Brick,brick,0.97411,1.13672,0.96253,0.8788,1.14741,1.01991,0.07142
1526,2,2,weights,weights,Brick,brick,0.93013,0.8706,0.96236,1.01532,0.94115,0.94391,0.00421
1526,2,2,use to grind objects,use grind objects,Brick,brick,0.99928,0.85746,1.00918,0.99918,0.80291,0.9336,0.01165
1440,1,1,build a house,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1440,2,2,break a window,break window,Brick,brick,0.96992,0.9811,0.94302,0.99641,1.14205,1.0065,0.04566
1440,2,2,weigh down papers,weigh papers,Brick,brick,0.92924,1.05222,1.04003,1.048,1.07049,1.028,0.08627
1440,1,2,pave a street,pave street,Brick,brick,1.06257,0.97423,1.00756,1.02671,1.16779,1.04777,0.08927
1610,2,2,hit someone,hit someone,Brick,brick,0.97299,0.98604,0.95454,1.00842,1.11241,1.00688,0.04898
1610,1,1,stack them up to form a wall,stack form wall,Brick,brick,0.95529,1.06006,0.94957,1.08795,0.8677,0.98411,0.03546
1610,2,2,break a window,break window,Brick,brick,0.96992,0.9811,0.94302,0.99641,1.14205,1.0065,0.04566
1610,2,2,sit on it as a little stool,sit little stool,Brick,brick,0.88383,0.97657,0.96153,1.11028,0.78875,0.94419,0.00671
1610,3,3,open a bottle against it,open bottle,Brick,brick,0.95502,1.0863,1.08876,1.06392,1.1111,1.06102,0.12171
1610,3,2,place something on top of it so it doesn't touch the ground,place something top touch ground,Brick,brick,0.86548,1.02378,0.99459,1.01452,0.80374,0.94042,0.01794
