id,item,response,novelty_1,novelty_2
1133,Rope,use it to climb something,1,1
1133,Rope,measure something's length,3,2
1133,Rope,create boundaries for a,3,3
1138,Rope,tying something up,1,2
1138,Rope,rock climbing,1,2
1138,Rope,lasso,5,3
1138,Rope,storing things like a lanyard,3,3
1138,Rope,jewelry,4,4
1221,Rope,tie things,1,2
1221,Rope,climb trees,1,1
1221,Rope,harness,2,3
1221,Rope,lasso,5,3
1221,Rope,bridge,4,4
1221,Rope,costume,5,4
1221,Rope,satchel,4,4
1221,Rope,tightrope to walk on,3,3
1221,Rope,reel people in out in the water,4,4
1194,Rope,tie things up,1,2
1194,Rope,make a knot,1,2
1194,Rope,go rock climbing,1,3
1194,Rope,lasso something,5,3
1147,Rope,walking on a tightrope,3,2
1147,Rope,lasso,5,3
1147,Rope,painting,4,4
1147,Rope,climbing a rope in a gym,2,1
1147,Rope,swinging from a tree,2,2
1147,Rope,tug of war,3,3
1147,Rope,pulling a tree out of the ground,3,2
1147,Rope,making a harness,2,3
1147,Rope,fishing net,3,4
1162,Rope,hang something,2,3
1162,Rope,save someone (like in the ocean),4,4
1162,Rope,tie someone up,1,2
1162,Rope,pull something,2,1
1162,Rope,play tug of war,3,3
1162,Rope,play toy for dogs,3,4
1102,Rope,knots,1,2
1102,Rope,tying things,1,2
1102,Rope,arm exercising,3,4
1102,Rope,climbing,1,1
1102,Rope,pulling,2,1
1102,Rope,jump rope,2,3
1230,Rope,tie something up,1,2
1230,Rope,make a swing with it,2,2
1230,Rope,catch a fish,3,4
1230,Rope,use it to climb something,1,1
1230,Rope,use it to tow something,2,4
1230,Rope,use it to hang something,2,2
1123,Rope,burn,3,3
1123,Rope,knot,1,2
1123,Rope,tie,1,2
1129,Rope,tie something,1,2
1129,Rope,use as a lasso,5,3
1129,Rope,use for workout (battle ropes),3,3
1228,Rope,hang from,2,2
1228,Rope,swing on,2,1
1228,Rope,connect to others,3,2
1228,Rope,tie things together,1,2
1228,Rope,leash,2,3
1228,Rope,weapon,3,3
1193,Rope,tie up,1,2
1193,Rope,hang from/belay down,2,1
1193,Rope,whip,4,2
1193,Rope,choke,4,2
1193,Rope,climb with,1,1
1193,Rope,bundle up,2,2
1193,Rope,lasso,5,3
1180,Rope,tie a knot,1,2
1180,Rope,sailboat,3,4
1180,Rope,pull something,2,2
1180,Rope,stage lights,4,4
1180,Rope,noose,3,3
1180,Rope,life preserver,3,4
1180,Rope,fraying to start a fire,3,3
1180,Rope,hold things up,2,2
1180,Rope,tent,3,4
1209,Rope,jumping over,2,3
1209,Rope,tying nots,2,2
1209,Rope,rope swings,2,1
1226,Rope,to tie a leash for a dog,2,2
1226,Rope,to pull furniture,2,2
1226,Rope,to tie up a tent,1,2
1226,Rope,to fish with,3,3
1226,Rope,to set and anchor,4,3
1226,Rope,to kill someone,4,3
1226,Rope,to harness a horse,4,4
1121,Rope,climb,1,1
1121,Rope,restrain,3,2
1121,Rope,lift as a pulley,2,2
1121,Rope,attach two objects,2,2
1118,Rope,in a tree for a swing,2,1
1118,Rope,to dock a boat,3,3
1118,Rope,to strap someone in while hang gliding,3,4
1118,Rope,for rock climbing,1,1
1460,Rope,climbing,1,1
1460,Rope,tying,1,2
1460,Rope,lasso,5,3
1460,Rope,hanging,2,2
1460,Rope,whipping,4,3
1460,Rope,clothing styling,4,4
1460,Rope,sport,4,4
1460,Rope,art,3,4
1488,Rope,dangle object,2,2
1488,Rope,hoist objects up,2,2
1488,Rope,fasten objects in place,2,2
1488,Rope,climbing (goes with hoisting/lowering objects),1,1
1488,Rope,tying knots,1,2
1533,Rope,securing a boat in dock,3,3
1533,Rope,pulling something very heavy on a sled,2,2
1373,Rope,jumping robe,2,3
1373,Rope,tie a knot,1,2
1373,Rope,swing from a tree,2,1
1373,Rope,zip line,3,4
1373,Rope,tight rope,1,2
1373,Rope,aid in rock climbing,1,1
1373,Rope,tie something up,1,2
1373,Rope,lasso,5,3
1603,Rope,swing,2,2
1603,Rope,ladder,2,2
1603,Rope,knot,1,2
1603,Rope,belt,3,4
1599,Rope,to kill yourself,4,3
1599,Rope,to tie something,1,2
1599,Rope,to climb,1,1
1599,Rope,to knot,1,2
1599,Rope,to play tug of war,3,3
1599,Rope,to use during sex,5,4
1528,Rope,to tie things,1,2
1528,Rope,to help someone climb,1,1
1528,Rope,rock climbing,1,2
1442,Rope,to climb on,1,2
1442,Rope,to tie to the ceiling,1,2
1442,Rope,to hang stuff with,2,2
1442,Rope,to wrap around something,2,2
1442,Rope,to swing on,2,2
1442,Rope,to play jump rope with,2,3
1442,Rope,to use as a tightrope,3,2
1442,Rope,to attach to a vehicle and a skateboard or wagon or something,2,3
1614,Rope,tying knots,1,2
1614,Rope,climbing things,1,1
1614,Rope,hanging yourself,4,2
1503,Rope,connect to heavy things,2,2
1503,Rope,hang something,2,2
1503,Rope,use as a lasso,5,3
1503,Rope,make a trap,3,4
1503,Rope,use in tug of war,3,3
1328,Rope,to tie your shoes together,2,4
1328,Rope,to swing off of something,2,2
1328,Rope,to use as a lasso,5,3
1472,Rope,to hang,2,2
1472,Rope,to whip,4,3
1472,Rope,to tie,1,2
1472,Rope,to climb,2,1
1472,Rope,to walk on,3,3
1472,Rope,to shred,4,3
1472,Rope,to unwind,2,3
1472,Rope,to squeeze,2,3
1463,Rope,tying,1,2
1463,Rope,twisting,2,3
1463,Rope,holding,2,2
1463,Rope,lining,2,2
1463,Rope,weapon,3,3
1463,Rope,knotting,1,2
1463,Rope,lifting,2,2
1463,Rope,connecting,2,2
1463,Rope,weaving,2,3
1531,Rope,climbing up a tree,1,1
1531,Rope,working out,3,3
1531,Rope,pulling freight,2,2
1531,Rope,keeping a box closed,2,2
1531,Rope,rounding up cattle,4,4
1402,Rope,Tie something up,1,2
1402,Rope,hang someone,3,2
1402,Rope,tie off a boat,3,3
1526,Rope,tie a knot,1,2
1526,Rope,make a net,2,3
1526,Rope,tug of war,3,2
1526,Rope,climbing,1,1
1526,Rope,hold things together,2,2
1526,Rope,use as a straight line,4,3
1440,Rope,jump rope,2,3
1440,Rope,tying knots,1,2
1440,Rope,sailing,3,4
1440,Rope,lifting things,2,2
1610,Rope,use to pull someone up from something,2,1
1610,Rope,tie something,1,2
1610,Rope,climb it,1,1
1610,Rope,propel down from a higher place with it,2,2
1320,Rope,tie things together,1,2
1320,Rope,bracelet/necklace,3,4
1320,Rope,hang something up,2,2
1320,Rope,whip,4,3
1382,Rope,tie things,1,2
1382,Rope,climb a mountain,1,1
1382,Rope,tie hair up,1,4
1382,Rope,belt,3,4
1382,Rope,headband,3,4
1382,Rope,lasso,5,3
1382,Rope,handcuffs,5,3
1382,Rope,jump rope,2,3
1458,Rope,tie things up,2,2
1458,Rope,mark a distance,4,1
1458,Rope,measure things,3,4
1559,Rope,to pull a canoe,2,2
1559,Rope,to make a swing,2,4
1559,Rope,to tie something,1,2
1559,Rope,to close a door,2,3
1559,Rope,to pull someone out of something out of a hole,2,2
1559,Rope,to  to hang something up eg laundry,2,2
1347,Rope,Climbing,1,1
1347,Rope,hold something up,2,2
1347,Rope,tightrope,3,2
1347,Rope,swinging on something,2,1
1347,Rope,hanging from something,2,2
1347,Rope,hanging upside down,2,2
1347,Rope,leash,2,3
1417,Rope,tie things,1,2
1417,Rope,chew toy,3,4
1417,Rope,belt,3,4
1417,Rope,jewelry,4,4
1547,Rope,tie something to another thing,2,2
1547,Rope,pull something,2,2
1547,Rope,tug of war,3,3
1547,Rope,secure something,2,2
1547,Rope,drag something,2,2
1563,Rope,to tie a knot,1,2
1563,Rope,to hold a door open,2,3
1507,Rope,sailing,3,3
1507,Rope,tying one's hair back,1,4
1507,Rope,strangling someone,3,3
1507,Rope,rock climbing,1,1
1507,Rope,raising a flag,3,3
1507,Rope,tying your trunk closed,2,3
1622,Rope,tying,1,2
1622,Rope,tug of war,3,2
1622,Rope,shoelaces,2,4
1622,Rope,mountain climbing,1,1
1622,Rope,whips,4,3
1622,Rope,hanging,2,2
1622,Rope,bridges,4,4
1622,Rope,jewelry,4,4
1366,Rope,to tie,1,2
1366,Rope,to climb with,1,1
1366,Rope,to secure things together,2,2
1366,Rope,to hang,2,2
1366,Rope,a noose,3,3
1366,Rope,tug of,3,3
1413,Rope,jump rope,2,2
1413,Rope,lasso,5,3
1413,Rope,hold objects together,2,2
1413,Rope,tightrope,3,2
1413,Rope,hold someone while rock climbing,1,2
1413,Rope,mast on a boat,3,3
1413,Rope,tether ball rope,3,4
1500,Rope,jump rope,2,3
1500,Rope,hang pinata,2,3
1500,Rope,measurement,3,4
1500,Rope,lower a person,3,2
1453,Rope,to hang things up,2,2
1453,Rope,to climb somewhere,1,1
1453,Rope,to tie things together,1,2
1453,Rope,a measuring tool,3,3
1453,Rope,a weapon,3,3
1514,Rope,jump,2,2
1514,Rope,pulley,2,3
1514,Rope,tight rope,3,2
1514,Rope,secure something,2,2
1514,Rope,climb,1,1
1514,Rope,marking,3,3
1449,Rope,swing,2,2
1449,Rope,jumping rope,2,3
1449,Rope,working out rope swings,3,3
1449,Rope,pull car out of mud,2,2
1449,Rope,lasso,5,3
1449,Rope,resistance band,3,3
1449,Rope,to trip people,4,2
1506,Rope,tie things together,1,2
1506,Rope,tug of war,3,3
1506,Rope,lasso,5,3
1506,Rope,pendulum for swinging on,4,4
1551,Rope,to make a bridge,4,3
1551,Rope,to tow a car,3,3
1551,Rope,tie a knot,1,2
1551,Rope,use as a pulley to lift something,2,2
1551,Rope,use as a lasso,5,3
1511,Rope,climbing,1,2
1511,Rope,unraveling for materials,2,4
1511,Rope,creating a decorative piece,3,4
1511,Rope,hanging oneself,4,3
1511,Rope,tying something together,1,2
1511,Rope,fixing something,3,4
1513,Rope,knots,1,2
1513,Rope,tie down ships,1,2
1513,Rope,make a pulley,2,3
1513,Rope,rock climbers,1,1
1513,Rope,tie things together,1,2
1513,Rope,hold things down in truck,2,2
1518,Rope,climb,1,1
1518,Rope,hit someone,3,3
1518,Rope,tie something together,1,2
1518,Rope,use as a bow on a gift,3,4
1518,Rope,working out,3,4
1450,Rope,pull things,2,1
1450,Rope,tie knots,1,2
1461,Rope,tie things,1,2
1461,Rope,shoe laces,2,4
1461,Rope,climbing,1,1
1461,Rope,lasso,5,3
1461,Rope,used to soak up water,5,5
1461,Rope,noose,3,3
1461,Rope,tying thins together,1,2
1461,Rope,to restrain people,3,2
1461,Rope,used to help light a fire,3,4
1461,Rope,used as whip,4,3
1461,Rope,cut up for arts and craft,3,4
1330,Rope,tying up a boat,1,2
1330,Rope,tying knots,1,2
1330,Rope,decoration,3,4
1330,Rope,leash for animal,2,3
1330,Rope,hold a swing up,2,4
1330,Rope,climbing,1,1
1497,Rope,climb something,1,1
1497,Rope,tie two things together,1,2
1497,Rope,perform an execution,4,3
1497,Rope,play jump rope,2,3
1407,Rope,can be used to decorate a house,3,4
1407,Rope,used as a dog toy,3,3
1407,Rope,used as an accessory,3,4
1425,Rope,to swing,2,2
1425,Rope,to climb,1,1
1425,Rope,to tie things together,1,2
1425,Rope,to strangle,3,3
1425,Rope,to close off an area,3,4
1425,Rope,to hang something,2,2
1425,Rope,to lasso something,5,3
1464,Rope,Jumping rope,2,3
1464,Rope,tie a knot,1,2
1464,Rope,tug of war,3,3
1464,Rope,climbing,1,1
1464,Rope,safety harness,3,3
1464,Rope,drop an anchor,3,3
1543,Rope,Tie stuff up,1,2
1543,Rope,hang decorations,2,2
1543,Rope,pull out a tooth,4,5
1543,Rope,burn/use for fire starter,3,4
1543,Rope,make a leash,2,3
1543,Rope,use as a whip,4,3
1598,Rope,sailing,3,4
1598,Rope,noose,3,3
1598,Rope,gym workouts,3,4
1334,Rope,tie,1,2
1334,Rope,capture,3,3
1334,Rope,hang,2,2
1334,Rope,climb,1,1
1334,Rope,knot,1,1
1362,Rope,tie knots,2,1
1362,Rope,save lives,4,3
1362,Rope,climb mountains,1,1
1362,Rope,hoist supplies,2,2
1352,Rope,tie a swing on a tree,2,1
1352,Rope,tie around a box,2,3
1352,Rope,tug of war,3,3
1367,Rope,to pull something,2,2
1367,Rope,to tighten around something,2,2
1367,Rope,to lock a door,3,3
1367,Rope,to hang up something,2,3
1367,Rope,to swing around,2,2
1621,Rope,tie it,1,2
1621,Rope,tow something with it,2,2
1621,Rope,climb it,1,1
1621,Rope,throw it down a hole,4,1
1621,Rope,use it to repel,3,4
1621,Rope,use it to hit something,3,2
1621,Rope,play tug of war,3,3
1466,Rope,climb,1,2
1466,Rope,tie a knot,1,2
1466,Rope,dock a boat,3,3
1466,Rope,tug of war,3,3
1587,Rope,jump rope,2,3
1587,Rope,tie up a dog,2,2
1587,Rope,lasso yourself to a cliff,5,3
1587,Rope,build a bridge,4,4
1587,Rope,use as a belt,3,4
1587,Rope,make a string instrument,5,5
1527,Rope,Tie Knots,1,2
1527,Rope,lasso things,5,3
1527,Rope,fasten things together,2,2
1527,Rope,pull something,2,2
1527,Rope,use as a guard rail,4,4
1372,Rope,Tie things together,1,2
1372,Rope,practice knotting,1,2
1372,Rope,play jump rope,2,3
1525,Rope,tie things,1,2
1525,Rope,hold things up,2,2
1525,Rope,used to help carry things,2,2
1525,Rope,secure things,2,2
1525,Rope,hang someone,2,3
1525,Rope,make a swing,2,4
1525,Rope,tow things,2,2
