id,item,response,novelty_1,novelty_2
1513,Shoe,biking,2,2
1513,Shoe,dress up,2,2
1513,Shoe,dancing,2,2
1513,Shoe,throwing,3,3
1513,Shoe,eating metaphorically,5,5
1559,Shoe,wear on foot,1,1
1559,Shoe,kill a bug,2,2
1559,Shoe,place flowers in,3,3
1559,Shoe,use as a cup,4,4
1559,Shoe,use laces to tie something,3,3
1559,Shoe,as a weight,3,3
1559,Shoe,to hit something,3,3
1559,Shoe,to measure something,4,3
1559,Shoe,to hold something,3,3
1559,Shoe,to prop up a phone,3,3
1559,Shoe,keep a door open,3,3
1425,Shoe,protect feet,2,1
1425,Shoe,prop something open,3,3
1449,Shoe,feet,1,1
1449,Shoe,hold food,4,3
1449,Shoe,punishment,3,4
1449,Shoe,prop the door open,3,3
1449,Shoe,throw to turn lights off,3,5
1347,Shoe,To kill a bug,2,3
1347,Shoe,to wear on your feet,1,1
1347,Shoe,to stand on to reach something,3,3
1347,Shoe,to clap against another shoe to clean,3,4
1347,Shoe,to see how high you can fling it in the air,4,4
1347,Shoe,to click a soccer ball,2,2
1347,Shoe,to break a fall,4,4
1518,Shoe,protect your feet,2,1
1518,Shoe,throw at something,3,2
1518,Shoe,squash a bug,2,2
1518,Shoe,help you be more athletic,3,3
1610,Shoe,wear it,1,1
1610,Shoe,throw it at someone,3,3
1610,Shoe,take the lace off and wear it as a belt,3,4
1610,Shoe,draw on it,3,3
1610,Shoe,stomp on a bug,2,3
1407,Shoe,used to hold something in place,3,3
1407,Shoe,used as a weapon,3,3
1407,Shoe,used as decoration,3,3
1407,Shoe,used as a dog toy,3,3
1450,Shoe,protection of foot,2,1
1450,Shoe,killing bugs,2,2
1450,Shoe,throwing at George Bush,5,2
1598,Shoe,wearing,1,2
1543,Shoe,hit someone with,3,3
1543,Shoe,wear it to walk and run,1,1
1543,Shoe,use it to prop open a door,3,3
1543,Shoe,paper weight,3,3
1543,Shoe,use as tinder/light on fire,4,4
1543,Shoe,use it to carry stuff in,3,3
1543,Shoe,use as hammer to nail stuff,5,4
1402,Shoe,Wearing on your foot,1,1
1402,Shoe,swatting a fly,2,2
1402,Shoe,knocking something down from up high,4,3
1461,Shoe,used for protection,2,1
1461,Shoe,used as projectile,3,3
1461,Shoe,used to tie things together,3,4
1461,Shoe,used as symbols (the music kind),5,5
1461,Shoe,used for warmth can be worn like gloves,4,4
1461,Shoe,used as earrings,5,5
1352,Shoe,hit a fly,2,3
1352,Shoe,for your feet,1,1
1352,Shoe,prop open a door,3,3
1526,Shoe,To walk in,1,1
1526,Shoe,to swat insects,2,3
1526,Shoe,to collect and display,3,3
1526,Shoe,to use as art,4,4
1526,Shoe,to save a spot,4,5
1362,Shoe,protecting feet,2,1
1362,Shoe,dog chew toy,3,3
1466,Shoe,wear,1,1
1466,Shoe,kill bugs,2,2
1587,Shoe,protect feet,2,1
1587,Shoe,climb a mountain,2,2
1587,Shoe,use as projectile,3,3
1367,Shoe,to wear on feet,1,1
1367,Shoe,to throw,3,3
1367,Shoe,to use as a container,4,3
1367,Shoe,to use as a weapon,3,3
1621,Shoe,put on foot,1,1
1621,Shoe,kill bug with it,2,2
1621,Shoe,use as oven mit,5,5
1334,Shoe,wear them,1,1
1334,Shoe,run in them,1,1
1500,Shoe,wear,1,1
1500,Shoe,stomp a bug,2,2
1500,Shoe,use as a canvas,5,3
1527,Shoe,Walk,1,1
1527,Shoe,run,1,1
1527,Shoe,kill bugs,2,2
1372,Shoe,kill a spider,2,2
1372,Shoe,hold a door open,3,3
1525,Shoe,wear,1,1
1525,Shoe,throw at someone,3,3
1525,Shoe,prop open a door,3,3
1525,Shoe,sell them,3,3
1464,Shoe,Walking,1,1
1464,Shoe,fashion,3,2
1464,Shoe,throwing,3,2
1464,Shoe,protection,2,3
1464,Shoe,running,1,1
1464,Shoe,hiking,2,1
