id,stim,response,flexibility_1,flexibility_2
1221,Box,childhood playtime with boxes,4,4
1221,Box,functional permanent storage,1,1
1221,Box,hide things,1,1
1221,Box,build things,4,4
1194,Box,hold items,1,1
1194,Box,weigh something down,1,1
1194,Box,a toy for kids,4,4
1194,Box,tear it up and create something,4,4
1147,Box,carrying books,1,1
1147,Box,making a play house,4,4
1147,Box,halloween costume,3,3
1147,Box,making a die,4,4
1147,Box,standing on top of it,1,1
1162,Box,hide in,4,4
1162,Box,store something,1,1
1162,Box,use it as a stool,1,1
1102,Box,storage,1,1
1102,Box,packing,1,1
1102,Box,cardboard robots,3,3
1102,Box,decorating,3,3
1102,Box,recycling,1,1
1102,Box,thinking outside of it,5,5
1102,Box,presents,3,3
1230,Box,ship something,1,1
1230,Box,store something,1,1
1230,Box,use it as a step stool,1,1
1230,Box,dance on it,4,4
1230,Box,use it as a table,1,1
1123,Box,cardboard,1,1
1123,Box,shipping,1,1
1123,Box,mail,1,1
1123,Box,ring,3,3
1129,Box,hold things,1,1
1129,Box,use as a stool,1,1
1228,Box,build a fort,4,4
1228,Box,store things,1,1
1228,Box,stack things,1,1
1228,Box,burn,2,2
1228,Box,hide in,1,1
1228,Box,make an animal bed,1,1
1193,Box,To hold items,1,1
1193,Box,to build a fort,4,4
1193,Box,to use as a sail,4,4
1193,Box,to capture someone/something,2,2
1193,Box,to hide in,1,1
1193,Box,to rip up and burn,4,4
1193,Box,to break your fall,1,1
1180,Box,storage,1,1
1180,Box,stool,1,1
1180,Box,chair,1,1
1180,Box,send,1,1
1180,Box,hold an animal,1,1
1209,Box,building a fort,4,4
1209,Box,shipping packages,1,1
1209,Box,storage,1,1
1209,Box,halloween costume,3,3
1209,Box,presents,3,3
1209,Box,arts and crafts,4,4
1209,Box,packaging food and other items,1,1
1226,Box,holding groceries,1,1
1226,Box,a fort,4,4
1226,Box,for lighting a fire,1,1
1226,Box,as a hat,3,3
1226,Box,as a storage device,1,1
1226,Box,as a kennel for a pet,1,1
1226,Box,as a projector,1,1
1121,Box,store,1,1
1121,Box,stepping stool,1,1
1121,Box,making three dimensional model or character,4,4
1121,Box,packaging to ship,1,1
1121,Box,hide something,1,1
1118,Box,for shoes,1,1
1118,Box,to pack stuff,1,1
1118,Box,to store things,1,1
1118,Box,for presents,3,3
1460,Box,storage,1,1
1460,Box,cat play thing,4,4
1460,Box,kid play thing,4,4
1460,Box,hat,3,3
1460,Box,science fair poster,4,4
1460,Box,Halloween costume,3,3
1488,Box,Contain objects,1,1
1488,Box,trap animals,4,4
1488,Box,as a hat in a costume,3,3
1488,Box,could be folded and flattened to be used as a support device,1,1
1488,Box,turned upside down and be used to sit on,1,1
1488,Box,as an instrument,4,4
1533,Box,storage,1,1
1533,Box,arts and crafts,4,4
1533,Box,cover from rain,1,1
1533,Box,material for design,4,4
1533,Box,step stool,1,1
1373,Box,build a fort storage,4,4
1373,Box,carry something,1,1
1373,Box,sled,4,4
1373,Box,line the floor of something,1,1
1603,Box,cardboard,1,1
1603,Box,house,1,1
1603,Box,gift,3,3
1603,Box,packing,1,1
1603,Box,storage,1,1
1599,Box,storage,1,1
1599,Box,shipping,1,1
1599,Box,hide a body,1,1
1528,Box,to hold things,1,1
1528,Box,ship things,1,1
1528,Box,stack,1,1
1528,Box,support,1,1
1528,Box,a sport,4,4
1442,Box,to ship things with,1,1
1442,Box,to go sledding,4,4
1442,Box,to draw on,4,4
1442,Box,to play a drinking game where you write on it,4,4
1442,Box,to cut up,1,1
1442,Box,to make a hat out of,3,3
1442,Box,to hide,4,4
1442,Box,to bury,1,1
1442,Box,to use to move things,1,1
1442,Box,to buy groceries in,1,1
1442,Box,to sit in,1,1
1442,Box,to shred,1,1
1442,Box,to use as wallpaper,3,3
1614,Box,put a gift inside,3,3
1614,Box,use it as a shelter,1,1
1614,Box,use it for storage,1,1
1503,Box,contain things,1,1
1503,Box,soak up water,1,1
1503,Box,build a fort,4,4
1328,Box,to be used as storage,1,1
1328,Box,to transport things from place to place,1,1
1328,Box,to burn to make a fire,1,1
1328,Box,to stand on top of to reach something tall,1,1
1328,Box,to mail someone a package,1,1
1472,Box,storage,1,1
1472,Box,hat,3,3
1472,Box,shoes,3,3
1472,Box,letter box,1,1
1472,Box,litter box,1,1
1472,Box,ball,4,4
1463,Box,lining,1,1
1463,Box,stacking,1,1
1463,Box,storage,1,1
1463,Box,covering the floor for paint,1,1
1463,Box,crafts,4,4
1531,Box,to keep things inside of,1,1
1531,Box,for arts and crafts,4,4
1531,Box,to keep things on top of,1,1
1531,Box,to hide inside of,4,4
1402,Box,Store something,1,1
1402,Box,hide something,1,1
1402,Box,use it as a stand,1,1
1402,Box,ship something,1,1
1526,Box,pack,1,1
1526,Box,stepping box,1,1
1526,Box,cat house,1,1
1526,Box,hide and seek,4,4
1526,Box,chair,1,1
1440,Box,hold things,1,1
1440,Box,help move houses,1,1
1440,Box,build a fort,4,4
1440,Box,collection box,3,3
1440,Box,shoe box,1,1
1610,Box,hide something,1,1
1610,Box,ship something,1,1
1610,Box,carry something,1,1
1610,Box,store something,1,1
1610,Box,fold it up and recycle it,1,1
1610,Box,decorate it and use it to put a gift in,3,3
1610,Box,step on it to reach something,1,1
1320,Box,store items,1,1
1320,Box,wear as a hat,3,3
1320,Box,nightstand/table,1,1
1320,Box,chair,1,1
1320,Box,clothes,1,1
1320,Box,shoes,1,1
1382,Box,store things,1,1
1382,Box,carry things,1,1
1382,Box,house for a cat,1,1
1382,Box,fort,4,4
1382,Box,cardboard robot,4,4
1382,Box,halloween costume,3,3
1382,Box,shoe,3,3
1458,Box,store objects,1,1
1458,Box,use as shelter,1,1
1458,Box,create artwork,4,4
1458,Box,cover floor for protection,1,1
1559,Box,stepping stool,1,1
1559,Box,store supplies,1,1
1559,Box,prop open a door,1,1
1559,Box,to prop a phone up,1,1
1559,Box,to make a table,1,1
1559,Box,to stack,1,1
1559,Box,to reach something higher,1,1
1559,Box,to organize things,1,1
1347,Box,To ship an object,1,1
1347,Box,to sled down a hill,4,4
1347,Box,to build a house,1,1
1347,Box,to play pretend,4,4
1347,Box,to sit inside,1,1
1347,Box,to decorate,3,3
1417,Box,Store clothes,1,1
1417,Box,table,1,1
1417,Box,house,1,1
1417,Box,toy for dogs,4,4
1547,Box,holding something,1,1
1547,Box,mailing something,1,1
1547,Box,dragging something,1,1
1547,Box,storage,1,1
1547,Box,shelter,1,1
1547,Box,height,1,1
1547,Box,protecting something,1,1
1563,Box,to put stuff in,1,1
1563,Box,to cut into small pieces,1,1
1563,Box,to ship things to other people,1,1
1507,Box,holding stuff,1,1
1507,Box,sitting on it,1,1
1507,Box,covering up something,1,1
1507,Box,mailing something,1,1
1507,Box,hiding,1,1
1366,Box,to store things,1,1
1366,Box,to throw away,1,1
1366,Box,to transport a pet,1,1
1366,Box,to carry food,1,1
1366,Box,to use as a stepping stool,1,1
1413,Box,store items,1,1
1413,Box,transport items,1,1
1413,Box,squash bug,2,2
1413,Box,prop up item,1,1
1500,Box,spaceship,4,4
1500,Box,package,1,1
1500,Box,use cardboard to make sign,4,4
1500,Box,blanket,1,1
1500,Box,mat to sleep on,1,1
1500,Box,to carry things,1,1
1453,Box,hold things,1,1
1453,Box,hide things,1,1
1453,Box,ramp,1,1
1514,Box,storage,1,1
1514,Box,play car,4,4
1514,Box,shield,4,4
1514,Box,hiding spot,4,4
1514,Box,shipping package,1,1
1514,Box,garbage bin,1,1
1449,Box,build forts,4,4
1449,Box,store things,1,1
1449,Box,box jump for working out,4,4
1449,Box,steps,1,1
1449,Box,lift for weights,4,4
1449,Box,table,1,1
1449,Box,chair,1,1
1449,Box,plate,1,1
1506,Box,cat home,4,4
1506,Box,space ship,4,4
1506,Box,use to send things in,1,1
1506,Box,wrap gifts in it,1,1
1506,Box,pretend its a train,4,4
1551,Box,to store items in,1,1
1551,Box,to stack in order to make a play fort,4,4
1551,Box,to disassemble and put in the recycling,1,1
1511,Box,packaging something to ship,1,1
1511,Box,storing something,1,1
1511,Box,as a plaything for a cat,4,4
1511,Box,held over the head as protection from rain,1,1
1511,Box,broken down for spare cardboard,1,1
1511,Box,drawn on with markers for a fun activity,4,4
1513,Box,store items,1,1
1513,Box,cardboard can be used to make other things,4,4
1513,Box,transport items,1,1
1513,Box,can be used for large or small items,1,1
1513,Box,keeps things organized,1,1
1513,Box,allows for mass shipping of,1,1
1518,Box,hold something,1,1
1518,Box,stand on it,1,1
1518,Box,make a fort,4,4
1518,Box,cover something,1,1
1518,Box,trap something,1,1
1450,Box,storage,1,1
1450,Box,mail,1,1
1450,Box,moving,1,1
1461,Box,put things inside,1,1
1461,Box,you physically enter it,1,1
1461,Box,used to cover things,1,1
1461,Box,used as stepping stool,1,1
1461,Box,used as canvas fro art,4,4
1461,Box,cut up and use as clothing,3,3
1461,Box,make it a hat,3,3
1461,Box,make pet bed out of it,1,1
1461,Box,storage,1,1
1330,Box,table,1,1
1330,Box,chair,1,1
1330,Box,hold things,1,1
1330,Box,mail things,1,1
1330,Box,bird house,3,3
1330,Box,valentine's collector,1,1
1497,Box,store things,1,1
1497,Box,prop things up,1,1
1497,Box,make a costume,3,3
1407,Box,can be used as a toy,4,4
1407,Box,can be used to make something,4,4
1407,Box,can be used as a stool,1,1
1425,Box,keep things in,1,1
1425,Box,block off an area,1,1
1425,Box,trap an animal under,2,2
1425,Box,stand on if full,1,1
1464,Box,Moving,1,1
1464,Box,packing food,1,1
1464,Box,delivering goods by mail,1,1
1464,Box,storing goods,1,1
1543,Box,make a fort,4,4
1543,Box,make a costume,3,3
1543,Box,use for fire starter,1,1
1543,Box,use as target for target practice,4,4
1543,Box,use to trap animals,2,2
1543,Box,eat food off of it,1,1
1543,Box,use as drum,4,4
1543,Box,cover a broken window with it,1,1
1543,Box,use as sled,4,4
1598,Box,transporting,1,1
1598,Box,collecting water,1,1
1598,Box,toy,4,4
1334,Box,fold,1,1
1334,Box,pack,1,1
1334,Box,fit,1,1
1334,Box,sleep,1,1
1334,Box,plate,1,1
1334,Box,office,1,1
1334,Box,hold,1,1
1362,Box,hold supplies,1,1
1362,Box,use as a stepping stool,1,1
1362,Box,insulation,1,1
1352,Box,store things when moving,1,1
1352,Box,to hold presents,1,1
1367,Box,to contain/store items,1,1
1367,Box,to use as a table,1,1
1367,Box,to use as a step,1,1
1621,Box,get it in,1,1
1621,Box,use it to store,1,1
1621,Box,use it for moving,1,1
1621,Box,stand on it,1,1
1621,Box,hide in it,1,1
1466,Box,package something,1,1
1466,Box,hide in,1,1
1466,Box,give a present,1,1
1466,Box,draw straight lines,1,1
1466,Box,storage,1,1
1587,Box,fort,4,4
1587,Box,ship something,1,1
1587,Box,turn it into armor,4,4
1587,Box,hold things,1,1
1587,Box,throw it back and forth with someone,4,4
1527,Box,Store things,1,1
1527,Box,build a fort,4,4
1527,Box,stand on,1,1
1372,Box,Make a fort,4,4
1372,Box,play with you cat in it,4,4
1372,Box,trap unwanted bugs or animals,1,1
1525,Box,put things in it,1,1
1525,Box,cut it open and use it as a floor mat,1,1
1525,Box,use it as a support to put things on,1,1
1525,Box,let a cat play in it,4,4
1525,Box,return things,1,1
