id,item,response
1193,Cup,to suction
1209,Cup,drinking
1209,Cup,stacking
1209,Cup,beer pong
1209,Cup,pencil holder
1209,Cup,water cup for painting
1123,Cup,drinking
1123,Cup,measuring
1123,Cup,holding items/storage
1123,Cup,bra cup
1123,Cup,gift
1123,Cup,decoration
1228,Cup,drink water
1228,Cup,stand on
1228,Cup,dig a hole
1228,Cup,scoop up a liquid
1228,Cup,throw liquid
1228,Cup,hold change
1195,Cup,drinking out of
1195,Cup,stacking to make a pyramid
1195,Cup,playing cup pong
1195,Cup,making a little hut for insects
1192,Cup,fill
1192,Cup,drink
1192,Cup,capture insect
1192,Cup,store pencils/pens
1192,Cup,magnify audio(if glass)
1192,Cup,make music
1087,Cup,drink something from it
1087,Cup,hold pennies in it
1087,Cup,play games with it
1087,Cup,spit in it
1087,Cup,use it as a hat
1087,Cup,paint something on it
1133,Cup,hold liquid
1133,Cup,hide something under
1133,Cup,trap a bug
1133,Cup,hear the ocean up to your ear
1133,Cup,catch something thrown
1133,Cup,as a plate
1230,Cup,drink out of it
1230,Cup,use it as to bake mug cakes
1230,Cup,projectile
1230,Cup,musical instrument
1129,Cup,hold a beverage
1129,Cup,catch an insect
1129,Cup,hold flowers
1129,Cup,trace a circle
1129,Cup,hold snacks
1163,Cup,to drink out of
1163,Cup,to carry
1194,Cup,drink a liquid
1194,Cup,store a bug and bring it outside
1194,Cup,break for fun
1194,Cup,stack them
1194,Cup,use as a mold for a sandcastle
1194,Cup,a game
1194,Cup,to store things
1194,Cup,to
1226,Cup,to drink out of
1226,Cup,to carry liquids
1226,Cup,to take a spider out of the house
1226,Cup,to catch insects
1226,Cup,to keep a pet in
1226,Cup,to use for drinking games
1226,Cup,to
1121,Cup,pour liquid into
1121,Cup,drink from
1121,Cup,trap insect
1121,Cup,amplify sound of speaker
1121,Cup,play cup pong
1121,Cup,make cup phone connected by
1118,Cup,to hold a beverage
1118,Cup,put a slogan on it
1118,Cup,to collect rain water
1118,Cup,to hold money
1118,Cup,to hold pens and pencils
1118,Cup,o
1373,Cup,drink
1373,Cup,capture an insect
1373,Cup,make circles
1373,Cup,science experiment
1373,Cup,games
1373,Cup,eat from
1373,Cup,storage
1533,Cup,to rink from
1533,Cup,to hold pens or pencils
1533,Cup,use as a paper weight
1488,Cup,put beverages in
1488,Cup,use as container for objects (including other cups)
1488,Cup,stacking (like cup-stacking)
1488,Cup,as decoration
1488,Cup,part of an art project
1488,Cup,a mini-hat
1488,Cup,a weapon
1488,Cup,to spit
1460,Cup,holding pencils
1460,Cup,drinking
1460,Cup,painting
1460,Cup,two string communication thing
1503,Cup,contain a liquid
1503,Cup,make a song
1503,Cup,use as an amplifier
1603,Cup,drink
1603,Cup,pour
1603,Cup,hat
1603,Cup,stencil
1328,Cup,to drink out of
1328,Cup,to scoop water
1328,Cup,to bathe a baby
1328,Cup,to use in self defense
1328,Cup,to heat milk up in the microwave
1328,Cup,to eat food out of
1472,Cup,to drink
1472,Cup,to pour
1472,Cup,to scoop
1472,Cup,to splash
1472,Cup,to break
1472,Cup,to weaponize
1472,Cup,to reflect
1614,Cup,drinking
1614,Cup,mixing paint
1614,Cup,baking a cupcake
1614,Cup,storing utensils
1614,Cup,making music with it
1320,Cup,shoe
1320,Cup,spoon
1320,Cup,beverage holder
1320,Cup,pencil case
1320,Cup,vase
1320,Cup,cupping
1320,Cup,art
1463,Cup,holding liquid
1463,Cup,holding solid
1463,Cup,heating
1463,Cup,cooling
1463,Cup,drinking
1463,Cup,eating
1463,Cup,breaking
1463,Cup,throwing/tossing
1463,Cup,storage
1442,Cup,drink out of
1442,Cup,measure liquids
1442,Cup,store items
1442,Cup,draw on
1442,Cup,scoop sand with to make a sand castle
1442,Cup,microwave with a liquid inside
1442,Cup,wash
1442,Cup,spit in
1442,Cup,use as an outline for a circle
1413,Cup,hold liquids
1413,Cup,hold household items(ex. toothbrush)
1413,Cup,stack cups
1413,Cup,throw at something
1507,Cup,holding things
1563,Cup,to drink something
1563,Cup,to pour liquid from one place to another
1563,Cup,to stack and make a pyramid
1563,Cup,to make food in the microwave
1622,Cup,drink
1622,Cup,pencil holder
1622,Cup,glasses
1622,Cup,cup stacking game
1622,Cup,magic trick
1622,Cup,high heels
1547,Cup,drinking
1547,Cup,heating up something
1547,Cup,trapping something like an insect/bug
1547,Cup,amplifies sound when you put your phone in it
1547,Cup,scooper
1547,Cup,mixer
1514,Cup,drinking
1514,Cup,hat
1514,Cup,pen holder
1514,Cup,stacking
1514,Cup,cleaning paint brushes
1514,Cup,hide something under it
1514,Cup,decoration
1528,Cup,to hold things
1528,Cup,to drink from
1528,Cup,to play games
1528,Cup,used in baseball for protection
1551,Cup,to hold a liquid
1551,Cup,to trap a bug
1551,Cup,to drink from
1366,Cup,drinking
1366,Cup,holding liquid
1366,Cup,pouring
1366,Cup,pencil holder
1366,Cup,throwing as a weapon
1366,Cup,shovel
1511,Cup,holding a liquid
1511,Cup,trapping a spider
1511,Cup,softening a stick of butter by microwaving it first
1511,Cup,stacking
1511,Cup,using for
1599,Cup,To drink out of
1599,Cup,to eat out of
1599,Cup,to decorate
1599,Cup,to collect
1599,Cup,to break
1531,Cup,for drinking liquids
1531,Cup,for eating
1531,Cup,for serving liquids
1531,Cup,for hidings things
1531,Cup,stacking
1531,Cup,for painting
1531,Cup,hol
1382,Cup,drink out of
1382,Cup,stacking game
1382,Cup,build a tower
1382,Cup,pong
1382,Cup,hold things
1382,Cup,sand castle mold
1382,Cup,ice tray
1382,Cup,pencil holder
1382,Cup,decoration
1417,Cup,drinking
1417,Cup,weapon
1417,Cup,decor
1417,Cup,hold things
1417,Cup,place phone against to prop it up
1417,Cup,transfer liquid to something else
1417,Cup,to trap a bug
1453,Cup,to hold things
1453,Cup,to pour things
1453,Cup,to cover
1440,Cup,mug for coffee
1440,Cup,wine glass
1440,Cup,champagne glass
1440,Cup,drinking
1440,Cup,use to hold things like pencils
1506,Cup,drink
1506,Cup,hold pens
1506,Cup,hold snacks
1497,Cup,drink liquids from
1497,Cup,make a cup pyramid
1458,Cup,speaker
1458,Cup,fill with water
1458,Cup,measuring cup
1458,Cup,bail water out of boat
1458,Cup,bowl
1330,Cup,hold food/liquids
1330,Cup,mold for sand or concrete
1330,Cup,use the top for cookie cutters
1330,Cup,stencil
1330,Cup,can stack them and unstack them fast
1513,Cup,drink out of
1513,Cup,pour things in to
1513,Cup,store candy
1513,Cup,magic tricks
1559,Cup,hold a drink
1559,Cup,place flowers
1559,Cup,make a sand castle
1559,Cup,use as a hat
1559,Cup,throw at something
1559,Cup,upside down to put something on top
1559,Cup,prop phone up
1559,Cup,to scoop measurements
1425,Cup,hold drink
1425,Cup,trap a bug inside it
1449,Cup,hold water
1449,Cup,stack
1449,Cup,make beats out of it
1449,Cup,stand on for height
1449,Cup,hear water sounds from ear
1347,Cup,To drink out of
1347,Cup,to trap a fly
1347,Cup,to use for the cup song
1347,Cup,to play speedstack
1347,Cup,to use as a target for ping pong balls or other small objects
1347,Cup,to crush
1347,Cup,to flip
1347,Cup,to spin around
1347,Cup,to flip coins into
1347,Cup,to use as a makeshift music instrument
1347,Cup,to use
1518,Cup,hold liquid
1518,Cup,squish a bug
1518,Cup,hold something up
1610,Cup,use it to hold pens
1610,Cup,drink from it
1610,Cup,cover a bug to take it outside without killing it
1610,Cup,throw ping pong balls into it
1363,Cup,paint the cup; break the cup; throw the cup;
1407,Cup,used to play a game
1407,Cup,used to hold something in place
1407,Cup,used as a planting pot
1407,Cup,used as a toy
1450,Cup,drink
1450,Cup,beer games
1450,Cup,scoop things
1450,Cup,hold things like pens
1450,Cup,capture a bug
1598,Cup,holder
1598,Cup,drinker
1598,Cup,speaker
1543,Cup,put water in
1543,Cup,hit someone with
1543,Cup,use it to dig dirt
1543,Cup,break and use sharp edges as a knife
1543,Cup,use it for chinese-cupping treatment
1543,Cup,cut baking dough
1543,Cup,use as rolling pin
1543,Cup,use to weigh paper down
1402,Cup,Holding liquid
1402,Cup,trapping a spider
1402,Cup,making a circle
1461,Cup,drink
1461,Cup,used as a little terrarium for bugs or small animals
1461,Cup,used as a projectile
1461,Cup,used as dog bowl
1461,Cup,a protective hat
1461,Cup,decor
1461,Cup,like a shovel or scooper
1352,Cup,to hold drinks
1352,Cup,makeshift vase
1352,Cup,stack in a pyramid
1526,Cup,to drink
1526,Cup,to capture insects
1526,Cup,to grow plants out of
1526,Cup,to sco
1362,Cup,insulation
1362,Cup,hold liquids
1362,Cup,measure
1466,Cup,drink out of
1466,Cup,catch bugs
1466,Cup,stack
1587,Cup,drink
1587,Cup,rinse a paintbrush
1587,Cup,spit out sunflower seeds
1587,Cup,use to throw water at something
1587,Cup,hold pencils
1367,Cup,to contain
1367,Cup,use as weapon
1367,Cup,use as golf hole
1367,Cup,use to draw circles
1367,Cup,use to bake
1621,Cup,drink from it
1621,Cup,use to water plants
1621,Cup,put your toothbrush in it
1621,Cup,capture bug with it
1334,Cup,drink in it
1334,Cup,cup pong
1334,Cup,hold things
1334,Cup,body protection
1500,Cup,drink
1500,Cup,beer pong
1500,Cup,mixing bowl
1500,Cup,hold paints
1500,Cup,hold
1527,Cup,drinking
1527,Cup,stacking
1527,Cup,collecting change
1527,Cup,putting flowers in
1372,Cup,Hold pens
1372,Cup,trap a spider
1372,Cup,scoop dog food
1525,Cup,hold drinks
1525,Cup,make a cup snake thing
1525,Cup,use for drinking games
