id,item,response
1347,Brick,To build a house
1347,Brick,to throw at someone
1347,Brick,to step on to reach something
1347,Brick,to hold down a tarp
1347,Brick,to sit on top of
1347,Brick,to stabilize a building
1417,Brick,build things
1417,Brick,step stool
1417,Brick,weapon
1417,Brick,pillow
1547,Brick,house building
1547,Brick,campfire
1547,Brick,throwing to get in a window
1563,Brick,to build a house
1563,Brick,to weigh something down
1563,Brick,to break a glass window
1507,Brick,throwing it at someone
1507,Brick,building something
1507,Brick,growing a plant
1507,Brick,blocking
1622,Brick,weapon
1622,Brick,phone
1622,Brick,building
1622,Brick,painting
1622,Brick,table
1622,Brick,fortnite builds
1366,Brick,to build
1366,Brick,use as an anchor
1366,Brick,as a throwing weapon
1366,Brick,crush insects
1413,Brick,build a house
1413,Brick,hold something up
1413,Brick,squash a bug
1413,Brick,throw at something
1500,Brick,building
1500,Brick,stand on top of
1500,Brick,throw it at a window
1500,Brick,level
1453,Brick,make a house
1453,Brick,a weapon
1453,Brick,ramp
1453,Brick,egg cracker
1514,Brick,weapon
1514,Brick,building block of a house
1514,Brick,"step ""ladder"""
1514,Brick,paving stone
1514,Brick,weight
1514,Brick,doorstop
1449,Brick,Build houses
1449,Brick,catch them to help get strong hands
1449,Brick,grip test
1449,Brick,table
1449,Brick,cutting board
1506,Brick,use to build house
1506,Brick,use to build patio or side walk
1506,Brick,raise object up
1506,Brick,throwing bricks
1551,Brick,to use to build a structure
1551,Brick,to use as a doorstop
1551,Brick,to throw to break a window
1551,Brick,to use as a paperweight
1511,Brick,building a house
1511,Brick,knocking someone out
1511,Brick,making a decorative piece
1511,Brick,grinding to dust
1511,Brick,using as a stepstool
1513,Brick,ise in buildings
1513,Brick,toys
1513,Brick,weapons
1518,Brick,build a house
1518,Brick,break something
1518,Brick,make a loud noise
1450,Brick,building
1450,Brick,weapon
1363,Brick,chuck it at people; determine the properties of the brick by getting it into smaller pie
1461,Brick,build
1461,Brick,throw
1461,Brick,break
1461,Brick,use as stepping stone
1461,Brick,support object like phone
1461,Brick,draw with it like chalk
1330,Brick,weapon
1330,Brick,used in buildings
1330,Brick,paper weight
1497,Brick,Build something
1497,Brick,paperweight
1497,Brick,break a window
1407,Brick,can be used as a doorstopper
1407,Brick,can be used to break stuff
1425,Brick,build a structure
1425,Brick,hold a door open
1425,Brick,break something (by smashing)
1425,Brick,to prop something up
1464,Brick,building a house
1464,Brick,breaking a window
1464,Brick,paving a street
1464,Brick,carving a name
1543,Brick,hit people with it
1543,Brick,build a house with it
1543,Brick,weight something down with it
1543,Brick,use to prop something up
1543,Brick,smash walnuts with it
1543,Brick,write a mesage on it and throw it
1598,Brick,Buildings
1598,Brick,toy
1598,Brick,door prop
1598,Brick,projectile
1334,Brick,house
1334,Brick,stack
1334,Brick,pile
1334,Brick,make a statue
1362,Brick,build walls
1362,Brick,break windows
1362,Brick,use as a stepping stool
1362,Brick,reinforce structures
1352,Brick,building
1352,Brick,hold a door open
1352,Brick,break a window
1367,Brick,to throw to break a window
1367,Brick,to build structures
1367,Brick,to use as a step
1367,Brick,to use to draw lines
1367,Brick,to put weight on something
1621,Brick,color it
1621,Brick,build with it
1621,Brick,hit something with it
1621,Brick,throw it
1621,Brick,use it to break something
1621,Brick,put it under your tire
1621,Brick,sit on it
1587,Brick,break window
1587,Brick,eat
1587,Brick,build
1587,Brick,stop something moving
1587,Brick,music
1587,Brick,test fall distance
1527,Brick,Build houses
1527,Brick,hit people
1527,Brick,weigh something down(e.g.tarp)
1372,Brick,surround a garden
1372,Brick,use as a seat outside
1525,Brick,build a house
1525,Brick,throw at things
1525,Brick,use as a hammer
1525,Brick,use to prop up a table
1525,Brick,use as a weight
1525,Brick,break things with it
