id,item,response
1603,Rope,knot
1603,Rope,belt
1599,Rope,to kill yourself
1599,Rope,to tie something
1599,Rope,to climb
1599,Rope,to knot
1599,Rope,to play tug of war
1599,Rope,to use during sex
1528,Rope,to tie things
1528,Rope,to help someone climb
1528,Rope,rock climbing
1442,Rope,to climb on
1442,Rope,to tie to the ceiling
1442,Rope,to hang stuff with
1442,Rope,to wrap around something
1442,Rope,to swing on
1442,Rope,to play jumprope with
1442,Rope,to use as a tightrope
1442,Rope,to attach to a vehicle and a skateboard or wagon or something
1614,Rope,tying knots
1614,Rope,climbing things
1614,Rope,hanging yourself
1503,Rope,connect to heavy things
1503,Rope,hang something
1503,Rope,use as a lasso
1503,Rope,make a trap
1503,Rope,use in tug-of-war
1328,Rope,to tie your shoes together
1328,Rope,to swing off of something
1328,Rope,to use as a lasso
1472,Rope,to hang
1472,Rope,to whip
1472,Rope,to tie
1472,Rope,to climb
1472,Rope,to walk on
1472,Rope,to shred
1472,Rope,to unwind
1472,Rope,to squeeze
1472,Rope,t
1463,Rope,tying
1463,Rope,twisting
1463,Rope,holding
1463,Rope,lining
1463,Rope,weapon
1463,Rope,knotting
1463,Rope,lifting
1463,Rope,connecting
1463,Rope,weaving
1531,Rope,climbing up a tree
1531,Rope,working out
1531,Rope,pulling freight
1531,Rope,keeping a box closed
1531,Rope,rounding up cattle
1402,Rope,Tie something up
1402,Rope,hang someone
1402,Rope,tie off a boat
1526,Rope,tie a knot
1526,Rope,make a net
1526,Rope,tug of war
1526,Rope,climbing
1526,Rope,hold things together
1526,Rope,use as a straight line
1526,Rope,make a b
1440,Rope,jump rope
1440,Rope,tying knots
1440,Rope,sailing
1440,Rope,lifting things
1610,Rope,use to pull someone up from something
1610,Rope,tie something
1610,Rope,climb it
1610,Rope,propel down from a higher place with it
1320,Rope,tie things together
1320,Rope,bracelet/necklace
1320,Rope,hang something up
1320,Rope,whip
1382,Rope,tie things
1382,Rope,climb a mountain
1382,Rope,tie hair up
1382,Rope,belt
1382,Rope,headband
1382,Rope,lasso
1382,Rope,handcuffs
1382,Rope,jump rope
1458,Rope,tie things up
1458,Rope,mark a distance
1458,Rope,measure things
1559,Rope,to pull a canoe
1559,Rope,to make a swing
1559,Rope,to tie something
1559,Rope,to close a door
1559,Rope,to pull someone out of something out of a hole
1559,Rope,to  to hang something up eg laundry
1347,Rope,Climbing
1347,Rope,hold something up
1347,Rope,tightrope
1347,Rope,swinging on something
1347,Rope,hanging from something
1347,Rope,hanging upside down
1347,Rope,leash
1417,Rope,tie things
1417,Rope,chew toy
1417,Rope,belt
1417,Rope,jewelry
1547,Rope,tie something to another thing
1547,Rope,pull something
1547,Rope,tug of war
1547,Rope,secure something
1547,Rope,drag something
1547,Rope,h
1563,Rope,to tie a knot
1563,Rope,to hold a door open
1563,Rope,to
1507,Rope,sailing
1507,Rope,tying one's hair back
1507,Rope,strangling someone
1507,Rope,rock climbing
1507,Rope,raising a flag
1507,Rope,tying your trunk closed
1622,Rope,tieing
1622,Rope,tug of war
1622,Rope,shoelaces
1622,Rope,moutain climbing
1622,Rope,whips
1622,Rope,hanging
1622,Rope,bridges
1622,Rope,jewelry
1366,Rope,to tie
1366,Rope,to climb with
1366,Rope,to secure things together
1366,Rope,to hang
1366,Rope,a noose
1366,Rope,tug of
1413,Rope,jump rope
1413,Rope,lasso
1413,Rope,hold objects together
1413,Rope,tightrope
1413,Rope,hold someone while rock climbing
1413,Rope,mast on a boat
1413,Rope,tether ball rope
1500,Rope,jump rope
1500,Rope,hang piñata
1500,Rope,measurement
1500,Rope,lower a person
1453,Rope,to hang things up
1453,Rope,to climb somewhere
1453,Rope,to tie things together
1453,Rope,a measuring tool
1453,Rope,a weapon
1514,Rope,jump
1514,Rope,pulley
1514,Rope,tight rope
1514,Rope,secure something
1514,Rope,climb
1514,Rope,marking
1449,Rope,swing
1449,Rope,jumping rope
1449,Rope,working out rope swings
1449,Rope,pull car out of mud
1449,Rope,lasso
1449,Rope,resistance band
1449,Rope,to trip people
1506,Rope,tie things together
1506,Rope,tug of war
1506,Rope,lasso
1506,Rope,pendulum for swinging on
1551,Rope,to make a bridge
1551,Rope,to tow a car
1551,Rope,tie a knot
1551,Rope,use as a pulley to lift something
1551,Rope,use as a lasso
1511,Rope,climbing
1511,Rope,unraveling for materials
1511,Rope,creating a decorative piece
1511,Rope,hanging oneself
1511,Rope,tying something together
1511,Rope,fixing something
1513,Rope,knots
1513,Rope,tie down ships
1513,Rope,make a pulley
1513,Rope,rock climbers
1513,Rope,tie things together
1513,Rope,hold things down in truck
1518,Rope,climb
1518,Rope,hit someone
1518,Rope,tie something together
1518,Rope,use as a bow on a gift
1518,Rope,working out
1450,Rope,pull things
1450,Rope,tie knots
1363,Rope,cut the rope; make a belt with the rope;
1461,Rope,tie things
1461,Rope,shoe laces
1461,Rope,climbing
1461,Rope,lasso
1461,Rope,used to soak up water
1461,Rope,noose
1461,Rope,tying thins together
1461,Rope,to restrain people
1461,Rope,used to help light a fire
1461,Rope,used as whip
1461,Rope,cut up for arts and craft
1330,Rope,tying up a boat
1330,Rope,tying knots
1330,Rope,decoration
1330,Rope,leash for animal
1330,Rope,hold a swing up
1330,Rope,climbing
1497,Rope,climb something
1497,Rope,tie two things together
1497,Rope,perform an execution
1497,Rope,play jumprope
1497,Rope,make a pedn
1407,Rope,can be used to decorate a house
1407,Rope,used as a dog toy
1407,Rope,used as an accessory
1425,Rope,to swing
1425,Rope,to climb
1425,Rope,to tie things together
1425,Rope,to strangle
1425,Rope,to close off an area
1425,Rope,to hang something
1425,Rope,to lasso something
1464,Rope,Jumping rope
1464,Rope,tie a knot
1464,Rope,tug of war
1464,Rope,climbing
1464,Rope,safety harness
1464,Rope,drop an anchor
1543,Rope,Tie stuff up
1543,Rope,hang decorations
1543,Rope,pull out a tooth
1543,Rope,burn/use for fire starter
1543,Rope,climbing/rappelling
1543,Rope,make a leash
1543,Rope,use as a whip
1598,Rope,sailing
1598,Rope,noose
1598,Rope,gym workouts
1334,Rope,tie
1334,Rope,capture
1334,Rope,hang
1334,Rope,climb
1334,Rope,knot
1362,Rope,tie knots
1362,Rope,save lives
1362,Rope,wound turniket
1362,Rope,climb mountains
1362,Rope,hoist supplies
1352,Rope,tie a swing on a tree
1352,Rope,tie around a box
1352,Rope,tug-of-war
1367,Rope,to pull something
1367,Rope,to tighten around something
1367,Rope,to lock a door
1367,Rope,to hang up something
1367,Rope,to swing around
1621,Rope,tie it
1621,Rope,tow something with it
1621,Rope,climb it
1621,Rope,throw it down a hole
1621,Rope,use it to repel
1621,Rope,use it to hit something
1621,Rope,play tug of war
1466,Rope,climb
1466,Rope,tie a knot
1466,Rope,dock a boat
1466,Rope,tug of war
1587,Rope,jump rope
1587,Rope,tie up a dog
1587,Rope,lasso yourself to a cliff
1587,Rope,build a bridge
1587,Rope,use as a belt
1587,Rope,make a string instrument
1527,Rope,Tie Knots
1527,Rope,lasso things
1527,Rope,fasten things together
1527,Rope,pull something
1527,Rope,use as a guard rail
1372,Rope,Tie things together
1372,Rope,practice knotting
1372,Rope,play jump rope
1525,Rope,tie things
1525,Rope,hold things up
1525,Rope,used to help carry things
1525,Rope,secure things
1525,Rope,hang someone
1525,Rope,make a swing
1525,Rope,tow things
