id,item,response
1226,Box,as a storage device
1226,Box,as a kennel for a pet
1226,Box,as a projector
1226,Box,as a
1121,Box,store
1121,Box,stepping stool
1121,Box,making 3d model or character
1121,Box,packaging to ship
1121,Box,hide something
1118,Box,for shoes
1118,Box,to pack stuff
1118,Box,to store things
1118,Box,for presents
1460,Box,storage
1460,Box,cat play thing
1460,Box,kid play thing
1460,Box,hat
1460,Box,science fair poster
1460,Box,Halloween costume
1488,Box,Contain objects
1488,Box,trap animals
1488,Box,as a hat in a costume
1488,Box,could be folded and flattened to be used as a support device
1488,Box,turned upside down and be used to sit on
1488,Box,as an instrument
1533,Box,storage
1533,Box,arts and crafts
1533,Box,cover from rain
1533,Box,material for design
1533,Box,step stool
1373,Box,build a fort. storage
1373,Box,carry something
1373,Box,sled
1373,Box,line the floor of something
1603,Box,cardbord
1603,Box,house
1603,Box,gift
1603,Box,packing
1603,Box,storage
1599,Box,stoarge
1599,Box,shipping
1599,Box,hide a body
1528,Box,to hold things
1528,Box,ship things
1528,Box,stackable
1528,Box,support
1528,Box,a sport
1442,Box,to ship things with
1442,Box,to go sledding
1442,Box,to draw on
1442,Box,to play a drinking game where you write on it
1442,Box,to cut up
1442,Box,to make a hat out of
1442,Box,to hide
1442,Box,to bury
1442,Box,to use to move things
1442,Box,to buy groceries in
1442,Box,to sit in
1442,Box,to shred
1442,Box,to use as wallpaper
1614,Box,put a gift inside
1614,Box,use it as a shelter
1614,Box,use it for storage
1503,Box,contain things
1503,Box,soak up water
1503,Box,build a fort
1328,Box,to be used as storage
1328,Box,to transport things from place to place
1328,Box,to burn to make a fire
1328,Box,to stand on top of to reach something tall
1328,Box,to mail someone a package
1472,Box,storage
1472,Box,hat
1472,Box,shoes
1472,Box,letterbox
1472,Box,litterbox
1472,Box,ball
1463,Box,lining
1463,Box,stacking
1463,Box,storage
1463,Box,covering the floor for paint
1463,Box,crafts
1531,Box,to keep things inside of
1531,Box,for arts and crafts
1531,Box,to keep things on top of
1531,Box,to hide inside of
1402,Box,Store something
1402,Box,hide something
1402,Box,use it as a stand
1402,Box,ship something
1526,Box,pack
1526,Box,stepping box
1526,Box,cat house
1526,Box,hide and seek
1526,Box,chair
1440,Box,hold things
1440,Box,help move houses
1440,Box,build a fort
1440,Box,collection box
1440,Box,shoe box
1610,Box,hide something
1610,Box,ship something
1610,Box,carry something
1610,Box,store something
1610,Box,fold it up and recycle it
1610,Box,decorate it and use it to put a gift in
1610,Box,step on it to reach something
1320,Box,store items
1320,Box,wear as a hat
1320,Box,nightstand/table
1320,Box,chair
1320,Box,clothes
1320,Box,shoes
1382,Box,store things
1382,Box,carry things
1382,Box,house for a cat
1382,Box,fort
1382,Box,cardboard robot
1382,Box,halloween costume
1382,Box,shoe
1458,Box,store objects
1458,Box,use as shelter
1458,Box,create artwork
1458,Box,cover floor for protection
1559,Box,stepping stool
1559,Box,store supplies
1559,Box,prop open a door
1559,Box,to prop a phone up
1559,Box,to make a table
1559,Box,to stack
1559,Box,to reach something higher
1559,Box,to organize things
1347,Box,To ship an object
1347,Box,to deconstruct
1347,Box,to sled down a hill
1347,Box,to build a house
1347,Box,to play pretend
1347,Box,to sit inside
1347,Box,to decorate
1347,Box,to
1417,Box,Store clothes
1417,Box,table
1417,Box,house
1417,Box,toy for dogs
1547,Box,holding something
1547,Box,mailing something
1547,Box,dragging something
1547,Box,storage
1547,Box,shelter
1547,Box,height
1547,Box,protecting something
1563,Box,to put stuff in
1563,Box,to cut into small pieces
1563,Box,to ship things to other peopl
1507,Box,holding stuff
1507,Box,sitting on it
1507,Box,covering up something
1507,Box,mailing something
1507,Box,hiding
1622,Box,Shelter/home.  Sleding.  A boat.  Armor.  Canvas.  Bed.  Shoes.
1366,Box,to store things
1366,Box,to throw away
1366,Box,to transport a pet
1366,Box,to carry food
1366,Box,to use as a stepping stool
1413,Box,store items
1413,Box,transport items
1413,Box,squash bug
1413,Box,prop up item
1500,Box,spaceship
1500,Box,package
1500,Box,use cardboard to make sign
1500,Box,blanket
1500,Box,mat to sleep on
1500,Box,to carry things
1453,Box,hold things
1453,Box,hide things
1453,Box,ramp
1514,Box,storage
1514,Box,play car
1514,Box,shield
1514,Box,hiding spot
1514,Box,shipping package
1514,Box,garbage bin
1514,Box,fo
1449,Box,build forts
1449,Box,store things
1449,Box,box jump for working out
1449,Box,steps
1449,Box,lift for weights
1449,Box,table
1449,Box,chair
1449,Box,plate
1506,Box,cat home
1506,Box,space ship
1506,Box,use to send things in
1506,Box,wrap gifts in it
1506,Box,pretend its a train
1551,Box,to store items in
1551,Box,to stack in order to make a play fort
1551,Box,to disassemble and put in the recycling
1511,Box,packaging something to ship
1511,Box,storing something
1511,Box,as a plaything for a cat
1511,Box,held over the head as protection from rain
1511,Box,broken down for spare cardboard
1511,Box,drawn on with markers for a fun activity
1513,Box,store items
1513,Box,cardboard can be used to make other things
1513,Box,transport items
1513,Box,can be used for large or small items
1513,Box,keeps things organized
1513,Box,allows for mass shipping of
1518,Box,hold something
1518,Box,stand on it
1518,Box,make a fort
1518,Box,cover something
1518,Box,trap something
1450,Box,storage
1450,Box,mail
1450,Box,moving
1363,Box,break the box; hide in the box; go cartboard sledding; dr
1461,Box,put things inside
1461,Box,you physically enter it
1461,Box,used to cover things
1461,Box,used as stepping stool
1461,Box,used as canvas fro art
1461,Box,cut up and use as clothing
1461,Box,make it a hat
1461,Box,make pet bed out of it
1461,Box,storage
1330,Box,table
1330,Box,chair
1330,Box,hold things
1330,Box,mail things
1330,Box,bird house
1330,Box,valentine's collector
1497,Box,store things
1497,Box,prop things up
1497,Box,make a costume
1407,Box,can be used as a toy
1407,Box,can be used to make something
1407,Box,can be used as a stool
1425,Box,keep things in
1425,Box,block off an area
1425,Box,trap an animal under
1425,Box,stand on (if full)
1464,Box,Moving
1464,Box,packing food
1464,Box,delivering goods by mail
1464,Box,storing goods
1543,Box,make a fort
1543,Box,make a costume
1543,Box,use for fire starter
1543,Box,use as target for target practice
1543,Box,use to trap animals
1543,Box,eat food off of it
1543,Box,use as drum
1543,Box,cover a broken window with it
1543,Box,use as sled
1598,Box,transporting
1598,Box,collecting water
1598,Box,toy
1334,Box,fold
1334,Box,pack
1334,Box,fit
1334,Box,float
1334,Box,sleep
1334,Box,plate
1334,Box,office
1334,Box,hold
1362,Box,hold supplies
1362,Box,use as a stepping stool
1362,Box,insulation
1352,Box,store things when moving
1352,Box,to hold presents
1367,Box,to contain/store items
1367,Box,to use as a table
1367,Box,to use as a step
1621,Box,get it in
1621,Box,use it to store
1621,Box,use it for moving
1621,Box,stand on it
1621,Box,hide in it
1466,Box,package something
1466,Box,hide in
1466,Box,give a present
1466,Box,draw straight lines
1466,Box,storage
1587,Box,fort
1587,Box,ship something
1587,Box,turn it into armor
1587,Box,hold things
1587,Box,throw it back and forth with somone
1587,Box,stack tonmake a
1527,Box,Store things
1527,Box,build a fort
1527,Box,stand on
1372,Box,Make a fort
1372,Box,play with you cat in it
1372,Box,trap unwanted bugs or animals
1372,Box,hold up my p
1525,Box,put things in it
1525,Box,cut it open and use it as a floor mat
1525,Box,use it as a support to put things on
1525,Box,let a cat play in it
1525,Box,return things
